index,english,garo,category,notes,verification_tag,flags
1006,I am fine.,Ang·a namengava.,,,none,DUPLICATE_KEY
1007,That (far/there),Haiwa,,,none,DUPLICATE_KEY
1008,Which,badia / badiya,,,none,DUPLICATE_KEY
1009,Which way,bagita,,,none,DUPLICATE_KEY
1010,How many / How much,Baitarong / Baita,,,none,DUPLICATE_KEY
1011,Whom,Sako,,,none,DUPLICATE_KEY
1012,Whole night,Walgimik,,,none,DUPLICATE_KEY
1013,Last week,Mija antio,,,none,DUPLICATE_KEY
1014,With (me / you),Ming,,,none,DUPLICATE_KEY
1015,Favourite,Namnikgipa,,,none,DUPLICATE_KEY
1016,Sweetest,Chibata,,,none,DUPLICATE_KEY
1017,Largest / Most,Bangbata,,,none,DUPLICATE_KEY
1018,Well (adverb),Namen,,,none,DUPLICATE_KEY
1019,Lift / Carry (ability),Dena,,,none,DUPLICATE_KEY
1020,Pay,Gama,,,none,DUPLICATE_KEY
1021,Mosque,Olakiram,,,none,DUPLICATE_KEY
1022,Letter (written),Chitthio,,,none,DUPLICATE_KEY
1023,Population,Adoko mande,,,none,DUPLICATE_KEY
1024,newspaper,Songbat,,,none,DUPLICATE_KEY
1025,Best (superlative),Bilongen nambata,,,none,DUPLICATE_KEY
1026,Room,Room,,,none,DUPLICATE_KEY
1027,Apple,Apple,,,none,DUPLICATE_KEY
1028,Colour,Rong,,,none,DUPLICATE_KEY
1029,Contact (verb),Contact khagen,,,none,DUPLICATE_KEY
1030,Tense / Form,Suffix / Pattern,,,none,DUPLICATE_KEY
1031,Past simple,verb + a,,,none,DUPLICATE_KEY
1032,Past simple (alt),verb + aha,,,none,DUPLICATE_KEY
1033,Past perfect,verb + man + aha,,,none,DUPLICATE_KEY
1034,Present perfect,verb + manjok,,,none,DUPLICATE_KEY
1035,Present continuous,verb + enga,,,none,DUPLICATE_KEY
1036,future,on·gen,,,none,DUPLICATE_KEY
1037,Imperative / Command,verb + bo,,,none,DUPLICATE_KEY
1038,Let's [verb],Hai + verb + ha,,,none,DUPLICATE_KEY
1039,Ability / Permission ?,verb + mangenma?,,,none,DUPLICATE_KEY
1040,Ability / Permission ✓,mangenva,,,none,DUPLICATE_KEY
1041,Past question,verb + ama?,,,none,DUPLICATE_KEY
1042,Present question,verb + engma?,,,none,DUPLICATE_KEY
1043,Permission request,verb + na + mangengma?,,,none,DUPLICATE_KEY
1044,negation,dak·ja,,,none,DUPLICATE_KEY
1045,Adverb 'well',namen,,,none,DUPLICATE_KEY
1046,Quickly (adverb),tarake,,,none,DUPLICATE_KEY
1047,How many,baitarong,,,none,DUPLICATE_KEY
1048,How much,baita,,,none,DUPLICATE_KEY
1049,Whole / Entire,gimik,,,none,DUPLICATE_KEY
1050,Classifier,Used For,,,none,DUPLICATE_KEY
1051,mang,"Animals, birds, fish, insects",,,none,DUPLICATE_KEY
1052,sak,People and persons,,,none,DUPLICATE_KEY
1053,gong,Money and currency,,,none,DUPLICATE_KEY
1054,ge,"Objects, tools, things (general fallback)",,,none,DUPLICATE_KEY
1055,1,sa,,,none,DUPLICATE_KEY
1056,2,gni,,,none,DUPLICATE_KEY
1057,3,gittam,,,none,DUPLICATE_KEY
1058,4,bri,,,none,DUPLICATE_KEY
1059,5,bonga,,,none,DUPLICATE_KEY
1060,two dogs,achak mang·gni,,,none,DUPLICATE_KEY
1061,three books,ki·tap king·gittam,,,none,DUPLICATE_KEY
1062,four fruits,mewa ge·bri,,,none,DUPLICATE_KEY
1063,five coins,tangka gong·bonga,,,none,DUPLICATE_KEY
1064,ten birds,do·a mang·chiking,,,none,DUPLICATE_KEY
1065,Let's drink,Hai ringaha,,,none,DUPLICATE_KEY
1066,Let's sit,Hai asongha,,,none,DUPLICATE_KEY
1067,Let's play,Hai kalaha,,,none,DUPLICATE_KEY
1068,Let's work,Hai dakha,,,none,DUPLICATE_KEY
1069,Give me water,Ang·na chi on·bo,,,none,DUPLICATE_KEY
1070,Give him food,Una mi on·bo,,,none,DUPLICATE_KEY
1071,I gave you water,Anga nang·na chi on·a,,,none,DUPLICATE_KEY
1072,Please give me some,Angna mitam on·bo ka·sapae,,,none,DUPLICATE_KEY
1073,I went,Anga re·ang·a,,,none,DUPLICATE_KEY
1074,I ate,Anga cha·a,,,none,DUPLICATE_KEY
1075,I drank,Anga ringa·a,,,none,DUPLICATE_KEY
1076,I came,Anga re·ba·a,,,none,DUPLICATE_KEY
1077,She slept,Ua tusi·a,,,none,DUPLICATE_KEY
1078,They worked,Uamang dak·a,,,none,DUPLICATE_KEY
1079,I am eating,Anga cha·oenga,,,none,DUPLICATE_KEY
1080,She is going,Ua re·angenga,,,none,DUPLICATE_KEY
1081,He is sleeping,Ua tusienga,,,none,DUPLICATE_KEY
1082,They are working,Uamang dak·oenga,,,none,DUPLICATE_KEY
1083,Did you eat?,Na·a cha·ama?,,,none,DUPLICATE_KEY
1084,Did you go to market?,Na·a bajalchi re·angama?,,,none,DUPLICATE_KEY
1085,Are you eating?,Na·a cha·enga ma?,,,none,DUPLICATE_KEY
1086,May I sit?,Anga asongna mangengma?,,,none,DUPLICATE_KEY
1087,Is he coming?,Ua re·baenga·ma?,,,none,DUPLICATE_KEY
1088,Go away,Re·angbo,,,none,DUPLICATE_KEY
1089,Quick! / Hurry!,Tarkbo!,,,none,DUPLICATE_KEY
1090,Please sit down,Asongbo ka·sapae,,,none,DUPLICATE_KEY
1091,Please give me water,Angna chi on·bo ka·sapae,,,none,DUPLICATE_KEY
1092,At the market / To the market,Bajalchi,,,none,DUPLICATE_KEY
1093,At school,Skulchi,,,none,DUPLICATE_KEY
1094,At home,Nokchi,,,none,DUPLICATE_KEY
1095,At the river,Chibimachi,,,none,DUPLICATE_KEY
1096,In the forest,Buringchi,,,none,DUPLICATE_KEY
1097,I don't want,Anga nang·ja,,,none,DUPLICATE_KEY
1098,I don't have,Anga dong·ja / Dongja,,,none,DUPLICATE_KEY
1099,Don't eat,Cha·ja,,,none,DUPLICATE_KEY
1100,Don't go,Re·angbo ong·ja,,,none,DUPLICATE_KEY
1101,It is there / It exists,Donga,,,none,DUPLICATE_KEY
1102,example,pil·tai (again),,,none,DUPLICATE_KEY
1103,description,"objects, tools, things (general fallback)",,,none,DUPLICATE_KEY
1104,6,dok,,,none,DUPLICATE_KEY
1105,7,sni,,,none,DUPLICATE_KEY
1106,8,chet,,,none,DUPLICATE_KEY
1107,9,sku,,,none,DUPLICATE_KEY
1108,10,chiking,,,none,DUPLICATE_KEY
1109,garo,Contact khagen,,,none,DUPLICATE_KEY
1110,hindi,दादा / नाना,,,none,DUPLICATE_KEY
1111,root,dong·,,,none,DUPLICATE_KEY
1112,type,ambiguous,,,none,DUPLICATE_KEY
1113,past,on·aha,,,none,DUPLICATE_KEY
1114,continuous,on·enga,,,none,DUPLICATE_KEY
1115,command,on·bo,,,none,DUPLICATE_KEY
1116,past_question,on·ama?,,,none,DUPLICATE_KEY
1117,negative,dong·ja,,,none,DUPLICATE_KEY
1118,english,to have / to exist (possession),,,none,DUPLICATE_KEY
1119,simple,cha·na,,,none,DUPLICATE_KEY
1120,past_alt,cha·aha,,,none,DUPLICATE_KEY
1121,present_question,cha·engma?,,,none,DUPLICATE_KEY
1122,perfect,cha·manjok,,,none,DUPLICATE_KEY
1123,I ate rice,Anga mi cha·a,,,none,DUPLICATE_KEY
1124,He is eating,Ua cha·enga,,,none,DUPLICATE_KEY
1125,Eat!,Cha·bo!,,,none,DUPLICATE_KEY
1126,He went,Ua re·ang·a,,,none,DUPLICATE_KEY
1127,Go!,Re·ang·bo,,,none,DUPLICATE_KEY
1128,You came,Na·a re·ba·a,,,none,DUPLICATE_KEY
1129,They are coming,Uamang re·ba·enga,,,none,DUPLICATE_KEY
1130,Come!,Re·ba·bo!,,,none,DUPLICATE_KEY
1131,I did it,Anga dak·a,,,none,DUPLICATE_KEY
1132,Do it!,Dak·bo!,,,none,DUPLICATE_KEY
1133,a worker,Kam dak·gipa,,,none,DUPLICATE_KEY
1134,He gave me a book,Ua angna ki·tap on·a,,,none,DUPLICATE_KEY
1135,positive,dong·a,,,none,DUPLICATE_KEY
1136,It is good,Nama ong·a,,,none,DUPLICATE_KEY
1137,It is not good,Nama ong·ja,,,none,DUPLICATE_KEY
1138,I have a pen,Anga kolom dong·a,,,none,DUPLICATE_KEY
1139,I don't have time,A·gimiko dong·ja,,,none,DUPLICATE_KEY
1140,rule,NOUN + CLASSIFIER·NUMBER (not English order),,,none,DUPLICATE_KEY
1141,You drank water,Na·a chi ring·a,,,none,DUPLICATE_KEY
1142,don't eat / not eating,cha·ja,,,none,DUPLICATE_KEY
1143,is not,ong·ja,,,none,DUPLICATE_KEY
1144,don't have,dong·ja,,,none,DUPLICATE_KEY
1145,don't know,u·ija,,,none,DUPLICATE_KEY
1146,My house,Angni nok,,,none,DUPLICATE_KEY
1147,Your father,Nang·ni apa,,,none,DUPLICATE_KEY
1148,His / Her water,Uni chi,,,none,DUPLICATE_KEY
1149,at / to the market,bajal·chi,,,none,DUPLICATE_KEY
1150,at / to home,nok·chi,,,none,DUPLICATE_KEY
1151,at / to school,skul·chi,,,none,DUPLICATE_KEY
1152,to me / for me,ang·na,,,none,DUPLICATE_KEY
1153,to you / for you,nang·na,,,none,DUPLICATE_KEY
1154,to him / to her,una·na,,,none,DUPLICATE_KEY
1155,Is there rice?,Mi dong·a ma?,,,none,DUPLICATE_KEY
1156,two books,ki·tap king·gni,,,none,DUPLICATE_KEY
1157,three people,manderang sak·gittam,,,none,DUPLICATE_KEY
1158,Sorry / Forgive me,Kema·bi·a,,,none,DUPLICATE_KEY
1159,All is well,Nama ong·a,,,none,DUPLICATE_KEY
1160,Help!,Madengma!,,,none,DUPLICATE_KEY
1161,Help me!,Dak·chak·bo!,,,none,DUPLICATE_KEY
1162,Call a doctor!,Doktor jong·bo!,,,none,DUPLICATE_KEY
1163,It hurts!,Mataha!,,,none,DUPLICATE_KEY
1164,Call police,Police jong·bo,,,none,DUPLICATE_KEY
1165,pos,verb,,,none,DUPLICATE_KEY
1166,we /us (incl.),Chinga,,,none,DUPLICATE_KEY
1167,one dog,achak mang·sa,,,none,DUPLICATE_KEY
1168,two birds,do·o mang·gni,,,none,DUPLICATE_KEY
1169,three fish,na·tok mang·gittam,,,none,DUPLICATE_KEY
1170,one person,manderang sak·sa,,,none,DUPLICATE_KEY
1171,two teachers,skigipa sak·gni,,,none,DUPLICATE_KEY
1172,one coin,tangka gong·sa,,,none,DUPLICATE_KEY
1173,five rupees,tangka gong·bonga,,,none,DUPLICATE_KEY
1174,one book,ki·tap king·sa,,,none,DUPLICATE_KEY
1175,three leaves,bijak king·gittam,,,none,DUPLICATE_KEY
1176,one chair,chokki ge·sa,,,none,DUPLICATE_KEY
1177,two knives,kettal ge·gni,,,none,DUPLICATE_KEY
1178,den· (to carry),"den·a (past), den·enga (continuous)",,,none,DUPLICATE_KEY
1179,cha· (to eat),"cha·a (past), cha·enga (continuous), cha·aha (past alt)",,,none,DUPLICATE_KEY
1180,re·ang (to go),"re·ang·a (past), re·angenga (continuous)",,,none,DUPLICATE_KEY
1181,on· (to give),"on·a (past), on·bo (command), on·enga (continuous)",,,none,DUPLICATE_KEY
1182,Pineapple,Anaros,,,none,DUPLICATE_KEY
1183,Banana,Te·rik,,,none,DUPLICATE_KEY
1184,Orange,Narang,,,none,DUPLICATE_KEY
1185,Guava,Goaba,,,none,DUPLICATE_KEY
1186,Papaya,Modu,,,none,DUPLICATE_KEY
1187,Jackfruit,Te·brong,,,none,DUPLICATE_KEY
1188,Mango,Te·gachu,,,none,DUPLICATE_KEY
1189,Lychee,Letchu,,,none,DUPLICATE_KEY
1190,Coconut,Narikel,,,none,DUPLICATE_KEY
1191,Watermelon,Te·e raja,,,none,DUPLICATE_KEY
1192,Lemon,Kakji,,,none,DUPLICATE_KEY
1193,Pomegranate,Dalim,,,none,DUPLICATE_KEY
1194,Sugar Cane,Ge·rit,,,none,DUPLICATE_KEY
1195,Tamarind,Che·eng,,,none,DUPLICATE_KEY
1196,Pear,Naspati,,,none,DUPLICATE_KEY
1197,Custard Apple,Atapol,,,none,DUPLICATE_KEY
1198,Pomelo,Narang·gira,,,none,DUPLICATE_KEY
1199,Blackberry,Jam,,,none,DUPLICATE_KEY
1200,Grapes,Drakka,,,none,DUPLICATE_KEY
1201,Wild Berry,Bol·meseng,,,none,DUPLICATE_KEY
1202,Pumpkin,Gominda,,,none,DUPLICATE_KEY
1203,Potato,Alu,,,none,DUPLICATE_KEY
1204,Tomato,Baring belati,,,none,DUPLICATE_KEY
1205,Brinjal,Baring,,,none,DUPLICATE_KEY
1206,Bottle Gourd,Lau,,,none,DUPLICATE_KEY
1207,Bitter Gourd,Karela,,,none,DUPLICATE_KEY
1208,Bamboo Shoot,Me·a,,,none,DUPLICATE_KEY
1209,Garlic,Rasin·gipok,,,none,DUPLICATE_KEY
1210,Ginger,Re·ching,,,none,DUPLICATE_KEY
1211,Chilli,Jal·ik,,,none,DUPLICATE_KEY
1212,Okra,Dorai,,,none,DUPLICATE_KEY
1213,Cucumber,Te·e,,,none,DUPLICATE_KEY
1214,Mustard Leaves,Besual,,,none,DUPLICATE_KEY
1215,Spinach,Palong·sam,,,none,DUPLICATE_KEY
1216,Broad Beans,Nakap,,,none,DUPLICATE_KEY
1217,Yam,Ta·a,,,none,DUPLICATE_KEY
1218,Sweet Potato,Ta·we,,,none,DUPLICATE_KEY
1219,Colocasia,Thabisa,,,none,DUPLICATE_KEY
1220,Onion,Rasin,,,none,DUPLICATE_KEY
1221,Cabbage,Kobi,,,none,DUPLICATE_KEY
1222,Cauliflower,Pul kobi,,,none,DUPLICATE_KEY
1223,Carrot,Kajol,,,none,DUPLICATE_KEY
1224,Radish,Mula,,,none,DUPLICATE_KEY
1225,Drumstick,Sojona,,,none,DUPLICATE_KEY
1226,Peas,Motor,,,none,DUPLICATE_KEY
1227,Love,Ka·saa,,,none,DUPLICATE_KEY
1228,Happiness,Kusi,,,none,DUPLICATE_KEY
1229,Sadness,Duk,,,none,DUPLICATE_KEY
1230,Anger,Ka·o nanga,,,none,DUPLICATE_KEY
1231,Fear,Kenani,,,none,DUPLICATE_KEY
1232,Hatred,Mittera,,,none,DUPLICATE_KEY
1233,Hope,Ka·donga,,,none,DUPLICATE_KEY
1234,Peace,Tom·toma,,,none,DUPLICATE_KEY
1235,Trust,Bebe ra·a,,,none,DUPLICATE_KEY
1236,Jealousy,Mikboka,,,none,DUPLICATE_KEY
1237,Shame,Kracha·a,,,none,DUPLICATE_KEY
1238,Pride,Gaora,,,none,DUPLICATE_KEY
1239,Surprise,Jagokani,,,none,DUPLICATE_KEY
1240,Worry,Gisik ding·a,,,none,DUPLICATE_KEY
1241,Patience,Chakchikani,,,none,DUPLICATE_KEY
1242,Mercy,Kema,,,none,DUPLICATE_KEY
1243,Satisfaction,Chu·ongnika,,,none,DUPLICATE_KEY
1244,Loneliness,Saksan,,,none,DUPLICATE_KEY
1245,Grateful,Mitela,,,none,DUPLICATE_KEY
1246,Courage,Ka·rakani,,,none,DUPLICATE_KEY
1247,Dog,Achak,,,none,DUPLICATE_KEY
1248,Cat,Menggo,,,none,DUPLICATE_KEY
1249,Cow,Matchu,,,none,DUPLICATE_KEY
1250,Elephant,Monga,,,none,DUPLICATE_KEY
1251,Tiger,Matcha,,,none,DUPLICATE_KEY
1252,Deer,Matchok,,,none,DUPLICATE_KEY
1253,Pig,Wak,,,none,DUPLICATE_KEY
1254,Goat,Do·bok,,,none,DUPLICATE_KEY
1255,Horse,Gure,,,none,DUPLICATE_KEY
1256,Monkey,Makre,,,none,DUPLICATE_KEY
1257,Snake,Chipu,,,none,DUPLICATE_KEY
1258,Rat,Mese,,,none,DUPLICATE_KEY
1259,Buffalo,Matma,,,none,DUPLICATE_KEY
1260,Bear,Matmak,,,none,DUPLICATE_KEY
1261,Rabbit,Sapau,,,none,DUPLICATE_KEY
1262,Crow,Do·ka,,,none,DUPLICATE_KEY
1263,Hen,Do·bit,,,none,DUPLICATE_KEY
1264,Rooster,Do·bi,,,none,DUPLICATE_KEY
1265,Duck,Do·gep,,,none,DUPLICATE_KEY
1266,Owl,Do·po,,,none,DUPLICATE_KEY
1267,Eagle,Do·reng,,,none,DUPLICATE_KEY
1268,Parrot,Do·sik,,,none,DUPLICATE_KEY
1269,Pigeon,Do·bak,,,none,DUPLICATE_KEY
1270,Peacock,Do·de,,,none,DUPLICATE_KEY
1271,Sparrow,Do·matchi,,,none,DUPLICATE_KEY
1272,Eat,Cha·a,,,none,DUPLICATE_KEY
1273,Drink,Ringa,,,none,DUPLICATE_KEY
1274,Sleep,Tusia,,,none,DUPLICATE_KEY
1275,Walk,Re·a,,,none,DUPLICATE_KEY
1276,Run,Kat·a,,,none,DUPLICATE_KEY
1277,Speak,Agana,,,none,DUPLICATE_KEY
1278,Listen,Knachika,,,none,DUPLICATE_KEY
1279,See / Look / Watch,Nia,,,none,DUPLICATE_KEY
1280,Give,On·a,,,none,DUPLICATE_KEY
1281,Take,Ra·a,,,none,DUPLICATE_KEY
1282,Work,Dak·a,,,none,DUPLICATE_KEY
1283,Play,Kal·a,,,none,DUPLICATE_KEY
1284,Sit,Asong·a,,,none,DUPLICATE_KEY
1285,Stand,Chadenga,,,none,DUPLICATE_KEY
1286,Laugh,Ka·ding·a,,,none,DUPLICATE_KEY
1287,Cry,Grap·a,,,none,DUPLICATE_KEY
1288,Buy,Brea,,,none,DUPLICATE_KEY
1289,Sell,Pala,,,none,DUPLICATE_KEY
1290,Come,Re·ba·a,,,none,DUPLICATE_KEY
1291,Go,Re·ang·a,,,none,DUPLICATE_KEY
1292,Father,Pa / Apa,,,none,DUPLICATE_KEY
1293,Mother,Ma / Ama,,,none,DUPLICATE_KEY
1294,Son,De·bi·pa,,,none,DUPLICATE_KEY
1295,Daughter,De·me·chik,,,none,DUPLICATE_KEY
1296,Grandfather,Abi·tang,,,none,DUPLICATE_KEY
1297,Grandmother,Ambichang,,,none,DUPLICATE_KEY
1298,Elder Brother,Ada,,,none,DUPLICATE_KEY
1299,Elder Sister,Abi,,,none,DUPLICATE_KEY
1300,Younger Sibling,Jong / No,,,none,DUPLICATE_KEY
1301,Uncle,Mama / Pabok,,,none,DUPLICATE_KEY
1302,Aunt,Mani,,,none,DUPLICATE_KEY
1303,Friend,Ripsak / Ripeng,,,none,DUPLICATE_KEY
1304,Head,Sko,,,none,DUPLICATE_KEY
1305,Eye,Mikron,,,none,DUPLICATE_KEY
1306,Ear,Nachil,,,none,DUPLICATE_KEY
1307,Nose,Gingting,,,none,DUPLICATE_KEY
1308,Mouth,Ku·sik,,,none,DUPLICATE_KEY
1309,Hand,Jak,,,none,DUPLICATE_KEY
1310,Leg,Ja·a,,,none,DUPLICATE_KEY
1311,Hair,Kni,,,none,DUPLICATE_KEY
1312,Stomach,Ok,,,none,DUPLICATE_KEY
1313,Teeth,Wagam,,,none,DUPLICATE_KEY
1314,Tongue,Sre,,,none,DUPLICATE_KEY
1315,Skin,Bigil,,,none,DUPLICATE_KEY
1316,Heart,Ka·tong,,,none,DUPLICATE_KEY
1317,Red,Gitchak,,,none,DUPLICATE_KEY
1318,White,Gipok,,,none,DUPLICATE_KEY
1319,Black,Gisim,,,none,DUPLICATE_KEY
1320,Green,Tangsek,,,none,DUPLICATE_KEY
1321,Blue,Tang·sim,,,none,DUPLICATE_KEY
1322,Yellow,Rimit,,,none,DUPLICATE_KEY
1323,One,Sa,,,none,DUPLICATE_KEY
1324,Two,Gni,,,none,DUPLICATE_KEY
1325,Three,Gittam,,,none,DUPLICATE_KEY
1326,Four,Bri,,,none,DUPLICATE_KEY
1327,Five,Bonga,,,none,DUPLICATE_KEY
1328,Six,Dok,,,none,DUPLICATE_KEY
1329,Seven,Sni,,,none,DUPLICATE_KEY
1330,Eight,Chet,,,none,DUPLICATE_KEY
1331,Nine,Sku,,,none,DUPLICATE_KEY
1332,Ten,Chiking,,,none,DUPLICATE_KEY
1333,Eleven,Chi·sa,,,none,DUPLICATE_KEY
1334,Twelve,Chi·gni,,,none,DUPLICATE_KEY
1335,Thirteen,Chi·gittam,,,none,DUPLICATE_KEY
1336,Fourteen,Chi·bri,,,none,DUPLICATE_KEY
1337,Fifteen,Chi·bonga,,,none,DUPLICATE_KEY
1338,Sixteen,Chi·dok,,,none,DUPLICATE_KEY
1339,Seventeen,Chi·sni,,,none,DUPLICATE_KEY
1340,Eighteen,Chi·chet,,,none,DUPLICATE_KEY
1341,Nineteen,Chi·sku,,,none,DUPLICATE_KEY
1342,Twenty,Kolgrik,,,none,DUPLICATE_KEY
1343,Twenty-one,Kolgrik·sa,,,none,DUPLICATE_KEY
1344,Thirty,Kolatchi,,,none,DUPLICATE_KEY
1345,Forty,Sotbri,,,none,DUPLICATE_KEY
1346,Fifty,Sotbonga,,,none,DUPLICATE_KEY
1347,Sixty,Sotdok,,,none,DUPLICATE_KEY
1348,Seventy,Sotsni,,,none,DUPLICATE_KEY
1349,Eighty,Sotchet,,,none,DUPLICATE_KEY
1350,Ninety,Sotsku,,,none,DUPLICATE_KEY
1351,Hundred,Ritchasa,,,none,DUPLICATE_KEY
1352,One Thousand,Hajalsa,,,none,DUPLICATE_KEY
1353,First (ordinal),Chipprangni,,,none,DUPLICATE_KEY
1354,Second (ordinal),Gni·prangni,,,none,DUPLICATE_KEY
1355,Third (ordinal),Gittam·prangni,,,none,DUPLICATE_KEY
1356,Last,Baksangni,,,none,DUPLICATE_KEY
1357,Half,Jatchi,,,none,DUPLICATE_KEY
1358,Quarter,Daldal,,,none,DUPLICATE_KEY
1359,Double,Gni·bita,,,none,DUPLICATE_KEY
1360,Zero / None,Bangbang / Ong·ja,,,none,DUPLICATE_KEY
1361,Hello / Greetings,Salam / Namengama,,,none,DUPLICATE_KEY
1362,How are you?,Na·a namengama?,,,none,DUPLICATE_KEY
1363,I am fine,Anga namenga.,,,none,DUPLICATE_KEY
1364,Thank you,Mittela.,,,none,DUPLICATE_KEY
1365,What is your name?,Na·a ni bimungara maia?,,,none,DUPLICATE_KEY
1366,My name is...,Angni bimungara...,,,none,DUPLICATE_KEY
1367,Where are you going?,Na·a bachi re·angenga?,,,none,DUPLICATE_KEY
1368,Good morning,Pringnam.,,,none,DUPLICATE_KEY
1369,Good night,Walnam.,,,none,DUPLICATE_KEY
1370,Yes,Oe,,,none,DUPLICATE_KEY
1371,No,Ong·ja,,,none,DUPLICATE_KEY
1372,Please,Ka·sapae.,,,none,DUPLICATE_KEY
1373,I don't know,Anga uija.,,,none,DUPLICATE_KEY
1374,Come here,Ianona re·babo.,,,none,DUPLICATE_KEY
1375,Tasty / Delicious,Toa,,,none,DUPLICATE_KEY
1376,Not tasty,Touja,,,none,DUPLICATE_KEY
1377,Sweet,Chi·a,,,none,DUPLICATE_KEY
1378,Sour,Mesenga,,,none,DUPLICATE_KEY
1379,Bitter,Ka·a,,,none,DUPLICATE_KEY
1380,Salty,Kari nanga,,,none,DUPLICATE_KEY
1381,Salt (noun),Kari,,,none,DUPLICATE_KEY
1382,Spicy,Jal·ik saa,,,none,DUPLICATE_KEY
1383,Astringent,Ka·baka,,,none,DUPLICATE_KEY
1384,Bland / Tasteless,Chibroka,,,none,DUPLICATE_KEY
1385,Smelly / Stinky,Senga,,,none,DUPLICATE_KEY
1386,To Fall (from height),Ga·aka,,,none,DUPLICATE_KEY
1387,To Fall (stumble/trip),Nang·ting·a,,,none,DUPLICATE_KEY
1388,To Fall (slip),Ga·soltap,,,none,DUPLICATE_KEY
1389,To Fall (collapse),Be·a,,,none,DUPLICATE_KEY
1390,To Drop (something),Ga·akata,,,none,DUPLICATE_KEY
1391,To Roll,Romroma,,,none,DUPLICATE_KEY
1392,To Jump,Bildoa,,,none,DUPLICATE_KEY
1393,To Shake,Moa,,,none,DUPLICATE_KEY
1394,To Move (something),De·jita,,,none,DUPLICATE_KEY
1395,To Feel (General),Ui·a,,,none,DUPLICATE_KEY
1396,To Feel (Emotionally),Gisik·o nanga,,,none,DUPLICATE_KEY
1397,To Hurt (Pain),Sa·dika,,,none,DUPLICATE_KEY
1398,To Hurt (Injure),Mata,,,none,DUPLICATE_KEY
1399,To Hurt (Feelings),Saknaata,,,none,DUPLICATE_KEY
1400,To Touch,Dangtapa,,,none,DUPLICATE_KEY
1401,To Pinch,Se·eta,,,none,DUPLICATE_KEY
1402,To Scratch (body),Brika,,,none,DUPLICATE_KEY
1403,To Scratch (object),Siksika,,,none,DUPLICATE_KEY
1404,To Itch,Ka·kita,,,none,DUPLICATE_KEY
1405,To Burn (sting like chili),So·soa,,,none,DUPLICATE_KEY
1406,To Heal,An·sengpila,,,none,DUPLICATE_KEY
1407,Open,Oa,,,none,DUPLICATE_KEY
1408,Close,Chip·a,,,none,DUPLICATE_KEY
1409,Push,Jit·pak·a,,,none,DUPLICATE_KEY
1410,Pull / Drive,Sal·a (⚠ same word),,,none,DUPLICATE_KEY
1411,Break (Glass/Stick),Be·ata,,,none,DUPLICATE_KEY
1412,Tear (Paper/Cloth),Gritt·a,,,none,DUPLICATE_KEY
1413,Throw,Gal·a / Goata,,,none,DUPLICATE_KEY
1414,Catch,Rim·a,,,none,DUPLICATE_KEY
1415,Wash,Su·srong·a,,,none,DUPLICATE_KEY
1416,Clean,Rongtal·ata,,,none,DUPLICATE_KEY
1417,Sun,Sal,,,none,DUPLICATE_KEY
1418,Moon,Jajong,,,none,DUPLICATE_KEY
1419,Star,Aski,,,none,DUPLICATE_KEY
1420,Sky,Salgi,,,none,DUPLICATE_KEY
1421,Cloud,Aram,,,none,DUPLICATE_KEY
1422,Rain,Mikka,,,none,DUPLICATE_KEY
1423,Wind,Balwa,,,none,DUPLICATE_KEY
1424,Thunder,Goera,,,none,DUPLICATE_KEY
1425,Lightning,Mikka·kimma,,,none,DUPLICATE_KEY
1426,Fire,Wa·al,,,none,DUPLICATE_KEY
1427,Water,Chi,,,none,DUPLICATE_KEY
1428,Earth / Soil,A·a,,,none,DUPLICATE_KEY
1429,Stone,Ro·ong,,,none,DUPLICATE_KEY
1430,Sand,An·cheng,,,none,DUPLICATE_KEY
1431,River,Chibima,,,none,DUPLICATE_KEY
1432,Mountain,A·bri,,,none,DUPLICATE_KEY
1433,Forest,Buring,,,none,DUPLICATE_KEY
1434,Tree,Bol,,,none,DUPLICATE_KEY
1435,Flower,Bibal,,,none,DUPLICATE_KEY
1436,Leaf,Bijak,,,none,DUPLICATE_KEY
1437,It is raining,Mikka ring·a,,,none,DUPLICATE_KEY
1438,It is sunny,Sal·seng·a,,,none,DUPLICATE_KEY
1439,It is cold,Sin·a,,,none,DUPLICATE_KEY
1440,It is hot,Ding·a,,,none,DUPLICATE_KEY
1441,Flood,Mikka·brimba,,,none,DUPLICATE_KEY
1442,Drought,Ran·kari,,,none,DUPLICATE_KEY
1443,Earthquake,A·a·moa,,,none,DUPLICATE_KEY
1444,Fog / Mist,Ong·chel,,,none,DUPLICATE_KEY
1445,Rainbow,Gitchak·rong jal·ang,,,none,DUPLICATE_KEY
1446,Sunrise,Sal·aram,,,none,DUPLICATE_KEY
1447,Sunset,Sal·ikram,,,none,DUPLICATE_KEY
1448,House,Nok,,,none,DUPLICATE_KEY
1449,Door,Do·ga,,,none,DUPLICATE_KEY
1450,Window,Kelki,,,none,DUPLICATE_KEY
1451,Bed,Palang,,,none,DUPLICATE_KEY
1452,Chair,Chokki,,,none,DUPLICATE_KEY
1453,Table,Mez,,,none,DUPLICATE_KEY
1454,Plate,Tala,,,none,DUPLICATE_KEY
1455,Cup,Piala,,,none,DUPLICATE_KEY
1456,Spoon,Chamus,,,none,DUPLICATE_KEY
1457,Knife,Kettal,,,none,DUPLICATE_KEY
1458,Pot,Dik·ke,,,none,DUPLICATE_KEY
