index,english,garo,category,notes,verification_tag,flags
11,About,Gimin,uncategorized,AMBIGUOUS/MEDIUM v:Nigimin / Samtangtangchi / Sepango,none,DUPLICATE_KEY
12,About,Nigimin,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
13,About,Samtangtangchi,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
14,About,Sepango,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
18,Afternoon,Sal·aksol,uncategorized,VERIFIED/HIGH v:an˙-tam,VERIFIED/HIGH,DUPLICATE_KEY
19,Afternoon,an˙·tam,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
20,Agree,Ka·racha,uncategorized,VERIFIED/HIGH v:kin-a-chak-a / ku˙-chak-a / ku˙-ra-chak-a,VERIFIED/HIGH,DUPLICATE_KEY
21,Agree,kin·a·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
22,Agree,ku˙·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
23,Agree,ku˙·ra·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
25,All,Gimikan,uncategorized,VERIFIED/HIGH v:-tok- / be-bak / gim-ik,VERIFIED/HIGH,DUPLICATE_KEY
26,All,·tok·,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
27,All,be·bak,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
28,All,gim·ik,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
29,Always,Pangnan,uncategorized,VERIFIED/HIGH v:jring-jring / pang-na,VERIFIED/HIGH,DUPLICATE_KEY
30,Always,jring·jring,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
31,Always,pang·na,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
38,Answer,Aganchakani,uncategorized,VERIFIED/HIGH v:Aganchaka / in-chak-a / ku˙-chak-a,VERIFIED/HIGH,DUPLICATE_KEY
39,Answer,Aganchaka,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
40,Answer,in·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
41,Answer,ku˙·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
43,Ant,Chibrim,animals,VERIFIED/HIGH v:ket-chi-ra / sim-il-chak,VERIFIED/HIGH,DUPLICATE_KEY
44,Ant,ket·chi·ra,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
45,Ant,sim·il·chak,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
47,Apply,Nonga,uncategorized,VERIFIED/HIGH v:pa˙-a / sit-a,VERIFIED/HIGH,DUPLICATE_KEY
48,Apply,pa˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
49,Apply,sit·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
50,Are you busy?,Jakchakjaengama?,phrases,AMBIGUOUS/HIGH v:Jakchakjaengama / jakchakja·ongama? / Jakchakja·ongama?,none,DUPLICATE_KEY
51,Are you busy?,Jakchakjaengama,phrases,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
52,Are you busy?,jakchakja·ongama?,phrases,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
55,Are you hungry?,Okkriengama?,phrases,AMBIGUOUS/HIGH v:Okkriengama / okkriengjokma? / Okkriengjokma?,none,DUPLICATE_KEY
56,Are you hungry?,Okkriengama,phrases,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
57,Are you hungry?,okkriengjokma?,phrases,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
67,Awkward,Nitoja ba nidik nisi daka,uncategorized,VERIFIED/HIGH v:Nitoja,VERIFIED/HIGH,DUPLICATE_KEY
68,Awkward,Nitoja,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
69,Axe,Rua (⚠ also means 'to pour' as verb),uncategorized,VERIFIED/HIGH v:Rua (⚠ verb: to pour) / ru-a,VERIFIED/HIGH,DUPLICATE_KEY
70,Axe,Rua (⚠ verb: to pour),uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
71,Axe,ru·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
72,Back,Janggila,uncategorized,VERIFIED/HIGH v:jang-gil,VERIFIED/HIGH,DUPLICATE_KEY
73,Back,jang·gil,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
77,Bag,Jol·a,uncategorized,VERIFIED/HIGH v:Thola / bek,VERIFIED/HIGH,DUPLICATE_KEY
78,Bag,Thola,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
79,Bag,bek,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
82,Bamboo,Wa·a,uncategorized,VERIFIED/HIGH v:wa˙-,VERIFIED/HIGH,DUPLICATE_KEY
83,Bamboo,wa˙·,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
85,Banana,Te·rik,food,VERIFIED/HIGH v:te˙-rik,VERIFIED/HIGH,DUPLICATE_KEY
86,Banana,te˙·rik,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
96,Bear,Matmak,animals,VERIFIED/HIGH v:ba˙-a / mak-bil / nang-a,VERIFIED/HIGH,DUPLICATE_KEY
97,Bear,ba˙·a,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
98,Bear,mak·bil,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
99,Bear,nang·a,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
100,Beautiful,Sila,uncategorized,AMBIGUOUS/HIGH v:Nitoa,none,DUPLICATE_KEY
101,Beautiful,Nitoa,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
103,Bee,Bija,animals,VERIFIED/HIGH v:bi-ja,VERIFIED/HIGH,DUPLICATE_KEY
104,Bee,bi·ja,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
107,Before,Skang,uncategorized,VERIFIED/HIGH v:-so- / a-ge / cheng-o,VERIFIED/HIGH,DUPLICATE_KEY
108,Before,·so·,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
109,Before,a·ge,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
110,Before,cheng·o,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
113,Bicycle,Rengrengsil,uncategorized,VERIFIED/HIGH v:sai-kel,VERIFIED/HIGH,DUPLICATE_KEY
114,Bicycle,sai·kel,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
115,Big,Dal·a,uncategorized,VERIFIED/HIGH v:-ma / dal˙-a / rong-dal-a,VERIFIED/HIGH,DUPLICATE_KEY
116,Big,·ma,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
117,Big,dal˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
118,Big,rong·dal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
121,Bitter,Ka·a,uncategorized,VERIFIED/HIGH v:ka˙-a,VERIFIED/HIGH,DUPLICATE_KEY
122,Bitter,ka˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
124,Black,Gisim,uncategorized,VERIFIED/HIGH v:gi-sim,VERIFIED/HIGH,DUPLICATE_KEY
125,Black,gi·sim,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
127,Blacksmith,Sil·dak·gipa,uncategorized,VERIFIED/HIGH v:ka-mal,VERIFIED/HIGH,DUPLICATE_KEY
128,Blacksmith,ka·mal,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
131,Blind,Mikgri,uncategorized,VERIFIED/HIGH v:ga-na,VERIFIED/HIGH,DUPLICATE_KEY
132,Blind,ga·na,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
133,Blood,An·chi,health,VERIFIED/HIGH v:han˙-chi / ma-rang,VERIFIED/HIGH,DUPLICATE_KEY
134,Blood,han˙·chi,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
135,Blood,ma·rang,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
136,Blue,Tang·sim,uncategorized,VERIFIED/HIGH v:niil,VERIFIED/HIGH,DUPLICATE_KEY
137,Blue,niil,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
140,Boil,Rita,uncategorized,VERIFIED/HIGH v:bi-rot-ma˙-mong / bok-bak-a / git-u-a,VERIFIED/HIGH,DUPLICATE_KEY
141,Boil,bi·rot·ma˙·mong,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
142,Boil,bok·bak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
143,Boil,git·u·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
145,Book,Ki·tap,education,VERIFIED/HIGH v:boi,VERIFIED/HIGH,DUPLICATE_KEY
146,Book,boi,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
148,Bow,Sko·ka·mama,uncategorized,VERIFIED/HIGH v:bam-a / bat-il / deng-gok-a,VERIFIED/HIGH,DUPLICATE_KEY
149,Bow,bam·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
150,Bow,bat·il,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
151,Bow,deng·gok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
152,Boy,Pante,uncategorized,VERIFIED/HIGH v:ko-ka,VERIFIED/HIGH,DUPLICATE_KEY
153,Boy,ko·ka,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
154,Brave,Ka·rakani·gipa,uncategorized,VERIFIED/HIGH v:pa˙-a / sang˙-chak-a,VERIFIED/HIGH,DUPLICATE_KEY
155,Brave,pa˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
156,Brave,sang˙·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
157,Bread,Ruti,food,VERIFIED/HIGH v:ro-ti,VERIFIED/HIGH,DUPLICATE_KEY
158,Bread,ro·ti,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
160,Bridge,Jal·ang / dolong,travel,VERIFIED/HIGH v:Jal·ang / dol-ong / kul,VERIFIED/HIGH,DUPLICATE_KEY
161,Bridge,Jal·ang,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
162,Bridge,dol·ong,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
163,Bridge,kul,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
166,Brinjal,Baring,uncategorized,VERIFIED/HIGH v:ba-ring,VERIFIED/HIGH,DUPLICATE_KEY
167,Brinjal,ba·ring,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
169,Broom,Sal·re·at,uncategorized,VERIFIED/HIGH v:sal˙-a,VERIFIED/HIGH,DUPLICATE_KEY
170,Broom,sal˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
172,Buffalo,Matma,animals,VERIFIED/HIGH v:mo-si,VERIFIED/HIGH,DUPLICATE_KEY
173,Buffalo,mo·si,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
175,Butterfly,Me·pilip,animals,VERIFIED/HIGH v:pak-ma-ri,VERIFIED/HIGH,DUPLICATE_KEY
176,Butterfly,pak·ma·ri,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
177,Buy,Brea,business,VERIFIED/HIGH v:bre-a,VERIFIED/HIGH,DUPLICATE_KEY
178,Buy,bre·a,business,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
179,Bye,De,uncategorized,AMBIGUOUS/HIGH v:Bai / Ra,none,DUPLICATE_KEY
180,Bye,Bai,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
181,Bye,Ra,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
183,Cabbage,Kobi,food,VERIFIED/HIGH v:ba-da ko-pi / bi-jak ko-pi,VERIFIED/HIGH,DUPLICATE_KEY
184,Cabbage,ba·da ko·pi,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
185,Cabbage,bi·jak ko·pi,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
193,Carrot,Kajol,uncategorized,VERIFIED/HIGH v:ga-jur,VERIFIED/HIGH,DUPLICATE_KEY
194,Carrot,ga·jur,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
195,Cat,Menggo,animals,VERIFIED/HIGH v:meng-gong,VERIFIED/HIGH,DUPLICATE_KEY
196,Cat,meng·gong,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
198,Catch,Rim·a,uncategorized,VERIFIED/HIGH v:ra˙-chak-a / rim˙-a / rim˙-chak-a,VERIFIED/HIGH,DUPLICATE_KEY
199,Catch,ra˙·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
200,Catch,rim˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
201,Catch,rim˙·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
202,Cauliflower,Pul kobi,uncategorized,VERIFIED/HIGH v:pul-ko-pi,VERIFIED/HIGH,DUPLICATE_KEY
203,Cauliflower,pul·ko·pi,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
205,Chair,Chokki,uncategorized,VERIFIED/HIGH v:chi-er,VERIFIED/HIGH,DUPLICATE_KEY
206,Chair,chi·er,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
209,Child,De,family,AMBIGUOUS/HIGH v:Bi·sa / Degipa,none,DUPLICATE_KEY
210,Child,Bi·sa,family,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
211,Child,Degipa,family,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
212,Chili,Jal·ik,food,VERIFIED/HIGH v:jal˙-ik,VERIFIED/HIGH,DUPLICATE_KEY
213,Chili,jal˙·ik,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
216,Chop,Rata,uncategorized,VERIFIED/HIGH v:den˙-a / pit-a / sot-a,VERIFIED/HIGH,DUPLICATE_KEY
217,Chop,den˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
218,Chop,pit·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
219,Chop,sot·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
220,Church,Gilja·nok,church,VERIFIED/HIGH v:giil-ja-nok,VERIFIED/HIGH,DUPLICATE_KEY
221,Church,giil·ja·nok,church,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
223,Clap,Jak·taka,uncategorized,VERIFIED/HIGH v:jak-pa dok-a,VERIFIED/HIGH,DUPLICATE_KEY
224,Clap,jak·pa dok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
228,Claw,Jakskil,uncategorized,VERIFIED/HIGH v:jak-skil / ku˙-ak-a,VERIFIED/HIGH,DUPLICATE_KEY
229,Claw,jak·skil,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
230,Claw,ku˙·ak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
231,Clean,Rongtal·ata,uncategorized,VERIFIED/HIGH v:chi-rong-a / po-ri-skar / tal-a,VERIFIED/HIGH,DUPLICATE_KEY
232,Clean,chi·rong·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
233,Clean,po·ri·skar,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
234,Clean,tal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
235,Clever,Seng·a·gipa,uncategorized,VERIFIED/HIGH v:hai˙-man-a ku˙-man-a,VERIFIED/HIGH,DUPLICATE_KEY
236,Clever,hai˙·man·a ku˙·man·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
237,Climb,Maldoa / Gadoa,travel,VERIFIED/HIGH v:do-a / ga-a / ga-kat-a,VERIFIED/HIGH,DUPLICATE_KEY
238,Climb,do·a,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
239,Climb,ga·a,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
240,Climb,ga·kat·a,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
242,Close,Chip·a,uncategorized,VERIFIED/HIGH v:grim / ket-a / mit-chu-a,VERIFIED/HIGH,DUPLICATE_KEY
243,Close,grim,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
244,Close,ket·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
245,Close,mit·chu·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
247,Cloth,Ba·ra,uncategorized,VERIFIED/HIGH v:ba˙-ra / gam-cha,VERIFIED/HIGH,DUPLICATE_KEY
248,Cloth,ba˙·ra,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
249,Cloth,gam·cha,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
250,Clothes,Ba·ra,uncategorized,VERIFIED/HIGH v:ba˙-ra / gan-ding-chin-ding,VERIFIED/HIGH,DUPLICATE_KEY
251,Clothes,ba˙·ra,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
252,Clothes,gan·ding·chin·ding,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
255,Cockroach,Karo,uncategorized,VERIFIED/HIGH v:ka˙-ra-o / sel˙-uk,VERIFIED/HIGH,DUPLICATE_KEY
256,Cockroach,ka˙·ra·o,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
257,Cockroach,sel˙·uk,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
258,Coconut,Narikel,food,VERIFIED/HIGH v:na-ri-kel,VERIFIED/HIGH,DUPLICATE_KEY
259,Coconut,na·ri·kel,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
263,Comb,Ken·chong,uncategorized,VERIFIED/HIGH v:ken˙-a / sam-pil,VERIFIED/HIGH,DUPLICATE_KEY
264,Comb,ken˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
265,Comb,sam·pil,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
266,Come,Re·ba·a,uncategorized,VERIFIED/HIGH v:i˙-a / re˙-a / re˙-ba-a,VERIFIED/HIGH,DUPLICATE_KEY
267,Come,i˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
268,Come,re˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
269,Come,re˙·ba·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
270,Come here,Ianona re·babo.,uncategorized,VERIFIED/HIGH v:Ianona re·babo!,VERIFIED/HIGH,DUPLICATE_KEY
271,Come here,Ianona re·babo!,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
275,Confident,Ka·raka·gisik,uncategorized,VERIFIED/HIGH v:ham-sok-a,VERIFIED/HIGH,DUPLICATE_KEY
276,Confident,ham·sok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
280,Cook,Song·timgipa,food,VERIFIED/HIGH v:Song·a / song˙-a,VERIFIED/HIGH,DUPLICATE_KEY
281,Cook,Song·a,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
282,Cook,song˙·a,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
284,Cough,Gusua,health,VERIFIED/HIGH v:bu-su-a,VERIFIED/HIGH,DUPLICATE_KEY
285,Cough,bu·su·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
286,Count,Chanbo,uncategorized,VERIFIED/HIGH v:chan-a,VERIFIED/HIGH,DUPLICATE_KEY
287,Count,chan·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
288,Country,A.song,travel,VERIFIED/HIGH v:A·song,VERIFIED/HIGH,DUPLICATE_KEY
289,Country,A·song,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
292,Cow,Matchu,animals,VERIFIED/HIGH v:ma˙-su,VERIFIED/HIGH,DUPLICATE_KEY
293,Cow,ma˙·su,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
295,Crab,Ang·ke,animals,VERIFIED/HIGH v:hang˙-ki,VERIFIED/HIGH,DUPLICATE_KEY
296,Crab,hang˙·ki,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
297,Crawl,Malama,uncategorized,VERIFIED/HIGH v:mal-a / mal-am-a,VERIFIED/HIGH,DUPLICATE_KEY
298,Crawl,mal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
299,Crawl,mal·am·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
300,Crow,Do·ka,animals,VERIFIED/HIGH v:do˙-ka / ga-ak-a / gi-sik-a,VERIFIED/HIGH,DUPLICATE_KEY
301,Crow,do˙·ka,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
302,Crow,ga·ak·a,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
303,Crow,gi·sik·a,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
305,Cucumber,Te·e,uncategorized,VERIFIED/HIGH v:so-sra,VERIFIED/HIGH,DUPLICATE_KEY
306,Cucumber,so·sra,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
307,Cup,Piala,uncategorized,VERIFIED/HIGH v:Cup / kap,VERIFIED/HIGH,DUPLICATE_KEY
308,Cup,Cup,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
309,Cup,kap,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
310,Current,Da·o ong·enggipa,uncategorized,VERIFIED/HIGH v:Dongenggipa,VERIFIED/HIGH,DUPLICATE_KEY
311,Current,Dongenggipa,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
312,Custard Apple,Atapol,uncategorized,VERIFIED/HIGH v:a-ta-pol,VERIFIED/HIGH,DUPLICATE_KEY
313,Custard Apple,a·ta·pol,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
315,Dacoit,Ra·seke ra·ani,uncategorized,AMBIGUOUS/MEDIUM v:Sekdrae ra·ani,none,DUPLICATE_KEY
316,Dacoit,Sekdrae ra·ani,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
318,Dangerous,Namen kenbegnigipa,uncategorized,AMBIGUOUS/MEDIUM v:Namen kena nanggnigipa,none,DUPLICATE_KEY
319,Dangerous,Namen kena nanggnigipa,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
321,Daughter,De·me·chik,family,VERIFIED/HIGH v:Demechik,VERIFIED/HIGH,DUPLICATE_KEY
322,Daughter,Demechik,family,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
326,Deaf,Nachil·kala,uncategorized,VERIFIED/HIGH v:na-dip-a / na-gok,VERIFIED/HIGH,DUPLICATE_KEY
327,Deaf,na·dip·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
328,Deaf,na·gok,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
330,Decent,Kraa,uncategorized,AMBIGUOUS/MEDIUM v:Krae / Nitoe,none,DUPLICATE_KEY
331,Decent,Krae,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
332,Decent,Nitoe,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
333,Decide,Tik ka·ani,uncategorized,VERIFIED/HIGH v:Tik ka·a,VERIFIED/HIGH,DUPLICATE_KEY
334,Decide,Tik ka·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
335,Deep,Tu·a,uncategorized,VERIFIED/HIGH v:ting˙-a,VERIFIED/HIGH,DUPLICATE_KEY
336,Deep,ting˙·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
337,Deer,Matchok,animals,VERIFIED/HIGH v:mat-chok,VERIFIED/HIGH,DUPLICATE_KEY
338,Deer,mat·chok,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
341,Dirty,Mitchia,uncategorized,VERIFIED/HIGH v:bing-bang / kal-si-a / ma˙-bak-a,VERIFIED/HIGH,DUPLICATE_KEY
342,Dirty,bing·bang,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
343,Dirty,kal·si·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
344,Dirty,ma˙·bak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
345,Disagree,Ka·rach·ong·ja,uncategorized,VERIFIED/HIGH v:gong-ge-a,VERIFIED/HIGH,DUPLICATE_KEY
