index,english,garo,category,notes,verification_tag,flags
3463,Pay,bet·ton,business,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3464,Peace,Tom·toma,uncategorized,VERIFIED/HIGH v:Tom·tomani,VERIFIED/HIGH,DUPLICATE_KEY
3465,Peacock,do·odi,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3466,Peel,bi·kop,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3467,Peel,gil·chrak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3468,Peel,gil·gok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3469,Pen,kol·om,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3470,Pencil,kat·pen·sil,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3471,Pencil,kol·om,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3472,"People say it's good, is it good?","Manderang aganna nama ine, namama?",phrases,VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3473,Picture,cho·bi,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3474,Pigeon,do·ogu·gu,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3475,Pigeon,do·oku·ru,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3476,Pigeon,ho·ri·gol,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3477,Pineapple,a·na·ros,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3478,Plate,rang·tal,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3479,Play,kal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3480,Pluck,ak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3481,Pluck,ok·rip·pong·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3482,Pluck,pik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3483,Poison,biis,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3484,Poison,sam·bi·si,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3485,Police,po·liis,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3486,Pomelo,jam·bu·ra,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3487,Poor,dil·a,business,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3488,Pot,Dik·ke,uncategorized,VERIFIED/HIGH v:Me.dik / dik-te / gim-bi,VERIFIED/HIGH,DUPLICATE_KEY
3489,Pot,dik·te,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3490,Pot,gim·bi,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3491,Pour,bra·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3492,Pour,pu·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3493,Pour,ru·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3494,Prayer,pra·to·na,church,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3495,Preacher,pa·mong,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3496,Preacher,pas·tor,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3497,Present,Donga,uncategorized,AMBIGUOUS/MEDIUM v:Da·o ong·enggipa / Dongenggipa,none,DUPLICATE_KEY
3498,Present,Da·o ong·enggipa,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
3499,Present,Dongenggipa,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
3500,Pride,ra·song,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3501,Priest,ka·mal,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3502,Priest,pa·dal,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3503,Priest,pa·dri,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3504,Promise,ku·chak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3505,Promise,ku·mik·chet·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3506,Promise,ku·wat·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3507,Pull,sal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3508,Push,Jit·pak·a,uncategorized,VERIFIED/HIGH v:Jitpaka / sik-do-a / sik-pak-a,VERIFIED/HIGH,DUPLICATE_KEY
3509,Push,sik·do·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3510,Push,sik·pak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3511,Pussy,Sie,uncategorized,AMBIGUOUS/MEDIUM v:Sisi,none,DUPLICATE_KEY
3512,Pussy,Sisi,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
3513,Question,sing·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3514,Quiet,jrip·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3515,Quiet,ka·sin·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3516,Rabbit,kor·gus,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3517,Rabbit,pui·ta,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3518,Rain,ba·du·ri·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3519,Rain,mik·ka,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3520,Rain,wa·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3521,Rainy Season,wa·chi,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3522,Rat,me·se,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3523,Read,po·ri·a,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3524,Really?,a·sol·e,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3525,Really?,be·be,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3526,Really?,chek·chek,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3527,Red,git·chak,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3528,Remember,gi·sik ra·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3529,Rich,nok·ma cha·a,business,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3530,Right,kra·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3531,Ring,ang·gut,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3532,River,chi·bi·ma,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3533,River,gang,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3534,River,no·di,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3535,Road,ra·ma,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3536,Road,ras·ta,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3537,Road,so·rok,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3538,Roll,bil·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3539,Roll,go·rim·rim·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3540,Room,Room,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3541,Rooster,do·obi·pa,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3542,Rope,do·ri,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3543,Rough,bu·rop·bu·top,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3544,Rough,rik·kap·rik·kap,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3545,Rough,rik·ki·rik·kot,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3546,Sacrifice,a·mu·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3547,Sacrifice,krit·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3548,Salt,kai·sim,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3549,Sand,han·cheng,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3550,Sell,pal·a,business,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3551,Servant,nok·kol,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3552,Sex,Bima bipa ra·ani,uncategorized,AMBIGUOUS/MEDIUM v:Jua,none,DUPLICATE_KEY
3553,Sex,Jua,uncategorized,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
3554,Shadow,ja·gring,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3555,Shake,bik·bik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3556,Shake,chi·chi·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3557,Shake,chok·chok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3558,Shallow,chep·chep·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3559,Sharp,da·reng·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3560,Sharp,mat·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3561,Sharp,sim·pram·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3562,Shirt,chol·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3563,Shirt,gen·ji,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3564,Shoes,jut·ta,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3565,Shoot,go·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3566,Shop,do·kan,business,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3567,Short,ban·dang·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3568,Short,ben·dok·dok,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3569,Short,hon·dim·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3570,Show,pin·ik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3571,Sick,jom·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3572,Sick,sa·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3573,Silver,ru·pa,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3574,Sit,a·song·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3575,Sit,at·chong·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3576,Skin,bi·gil,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3577,Skin,sol·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3578,Sky,sil·ga,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3579,Sleep,chu·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3580,Sleep,tu·si·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3581,Sleepy,mik·gil jom·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3582,Slow,Ka·sna,uncategorized,VERIFIED/HIGH v:Ka·sina / ka·-sin-a,VERIFIED/HIGH,DUPLICATE_KEY
3583,Slow,ka·sin·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3584,Small,chong·top·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3585,Small,mik·chil,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3586,Small,rong·chon·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3587,Smell,sal·srip·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3588,Smell,sim·il·ot·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3589,Smile,ka·ding·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3590,Smile,ka·ding·sim·ik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3591,Smooth,min·ik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3592,Smooth,mrik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3593,Smooth,rin·ok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3594,Snake,chip·pu,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3595,Sneeze,at·ching·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3596,Soap,sa·ban,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3597,Socks,mo·ja,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3598,Soft,a·wek·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3599,Soft,dil·dok·dil·dok,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3600,Soft,min·ek·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3601,Some,mit·am,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3602,Sometimes,ma·je·ma·je,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3603,Son,De·bi·pa,family,VERIFIED/HIGH v:Depante / de-pan-te,VERIFIED/HIGH,DUPLICATE_KEY
3604,Son,de·pan·te,family,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3605,Sound,gam·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3606,Sound,gam·pret·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3607,Sound,jang·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3608,Sour,me·seng·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3609,South,dok·kiin,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3610,South,sal·gip·eng,travel,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3611,Spicy,jro·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3612,Spider,gu·ang,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3613,Spoon,cha·mos,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3614,Spread,an·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3615,Spread,jal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3616,Spread,pin·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3617,Star,a·sek·ki,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3618,Stare,mik·chi·ding·ding,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3619,Stare,ni·gak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3620,Stare,ni·wat·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3621,Stir,chok·chok·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3622,Stir,go·rai·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3623,Stir,gon·gon·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3624,Stomach,a·tom,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3625,Stomach,bik·ma,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3626,Stone,rong·te,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3627,Story,gol·po,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3628,Strong,bil·ong·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3629,Strong,bil·rak·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3630,Strong,mang·rak·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3632,Sugar,chi·ni,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3633,Sugar,gu·ru·ma,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3634,Sugar Cane,grit,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3635,Sweat,kram·chi,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3636,Sweat,kram·chi·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3637,Sweet,chi·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3638,Sweet Potato,ta·mil·ang,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3639,Swelling,ba·du·si du·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3640,Swelling,bi·sit·eng,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3641,Swim,jro·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3642,Table,te·bil,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3643,Tail,ki·me,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3644,Take,ra·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3645,Take,ra·ang·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3646,Take,rim·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3647,Tall,bol·cha·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3648,Tall,chang·ro·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3649,Tall,chu·ak·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3650,Tame,mal·gek·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3651,Taste,cha·e ni·a,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3652,Taste,ring·e ni·a,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3653,Taste,tap·a,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3654,Teacher,di·di,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3655,Teacher,ma·star,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3656,Teacher,ti·char,education,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3657,ten birds,do·a mang·chiking,numbers,VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3660,Thick,chat·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3661,Thick,dik·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3662,Thin,ba·ang·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3663,Thin,ba·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3664,Thin,ding·chon·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3665,Think,chan·chi·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3666,Thirsty,ran·a,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3667,three books,ki·tap king·gittam,numbers,VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3668,Throw,Gal·a / Goata,uncategorized,VERIFIED/HIGH v:Goata / Gal-a / go-a,VERIFIED/HIGH,DUPLICATE_KEY
3669,Throw,Goata,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3670,Throw,Gal·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3671,Throw,go·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3672,Thumb,Jaksi bima dot,health,variant/AMBIGUOUS/MEDIUM,variant (other),DUPLICATE_KEY
3673,Thunder,gul·gul·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3674,Thunder,hil·hil·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3675,Thunder,kim·pret·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3676,Tiger,mat·cha,animals,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3677,Time,Baji,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
3678,Time,Somai,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
3679,Tired,bil·neng·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3680,Tired,mang·meng·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3681,Tired,neng·a,health,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3682,Today,Da.alo,uncategorized,VERIFIED/HIGH v:Da·al / Da·alo,VERIFIED/HIGH,DUPLICATE_KEY
3683,Today,Da·al,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3684,Tomato,to·ma·to,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3685,Tomorrow,Knal,uncategorized,VERIFIED/HIGH v:Knalo,VERIFIED/HIGH,DUPLICATE_KEY
3686,Tree,bi·pang,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3687,Tree,bol·bi·pang,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3688,Tree,bol·pang,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3689,Turban,ka·di,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3690,Turban,ko·ka,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3691,Turban,ko·tip,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3692,Turmeric,hol·di,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3693,Turtle,chep·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3694,Turtle,chi·jong,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3695,Turtle,kat·tu·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3696,two dogs,achak mang·gni,numbers,VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3697,Umbrella,sat·ti,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3698,Vagina,Sepak,uncategorized,AMBIGUOUS/HIGH v:Si'i / Si.i akol,none,DUPLICATE_KEY
3699,Vagina,Si'i,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
3700,Vagina,Si.i akol,uncategorized,variant/AMBIGUOUS/HIGH,variant (other),DUPLICATE_KEY
3701,Voice,ku·ra·ma,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3702,Voice,ku·rang,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3703,Walk,re·am·a,uncategorized,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
3704,Watermelon,tor·mus,food,variant/VERIFIED/HIGH,VERIFIED/HIGH,DUPLICATE_KEY
