key,group_size,index,english,garo,category,notes
"yesterday",3,3745,"Yesterday","me·ja·o","uncategorized","variant/VERIFIED/HIGH"
"tomorrow",2,309,"tomorrow","Knalo","time",""
"tomorrow",2,3685,"Tomorrow","Knal","uncategorized","VERIFIED/HIGH v:Knalo"
"always",3,311,"always","Pangnan","general",""
"always",3,3065,"Always","jring·jring","uncategorized","variant/VERIFIED/HIGH"
"always",3,3066,"Always","pang·na","uncategorized","variant/VERIFIED/HIGH"
"sometimes",2,312,"sometimes","Gisep gisep","general",""
"sometimes",2,3602,"Sometimes","ma·je·ma·je","uncategorized","variant/VERIFIED/HIGH"
"week",2,313,"week","Anti","time",""
"week",2,3705,"Week","sop·ta","uncategorized","variant/VERIFIED/HIGH"
"month",2,314,"month","Ja","time",""
"month",2,3407,"Month","mas","uncategorized","variant/VERIFIED/HIGH"
"year",2,315,"year","Bilsi","time",""
"year",2,3742,"Year","bo·chor","uncategorized","variant/VERIFIED/HIGH"
"time",3,316,"time","Somoi","time",""
"time",3,3677,"Time","Baji","uncategorized","variant/AMBIGUOUS/HIGH"
"time",3,3678,"Time","Somai","uncategorized","variant/AMBIGUOUS/HIGH"
"before",4,320,"before","Skang","general",""
"before",4,3094,"Before","·so·","uncategorized","variant/VERIFIED/HIGH"
"before",4,3095,"Before","a·ge","uncategorized","variant/VERIFIED/HIGH"
"before",4,3096,"Before","cheng·o","uncategorized","variant/VERIFIED/HIGH"
"early",4,321,"early","Bakkan / Pring·seng","time",""
"early",4,3014,"early","Seng·gnang","uncategorized",""
"early",4,3227,"Early","Bakkan","uncategorized","variant/VERIFIED/HIGH"
"early",4,3228,"Early","Pring·seng","uncategorized","variant/VERIFIED/HIGH"
"late",3,322,"late","Ja·man·chak·a","time",""
"late",3,3019,"late","Ja·manchaka","uncategorized",""
"late",3,3363,"Late","Ru·ute","uncategorized","variant/UNVERIFIED/MEDIUM"
"never",2,323,"never","Pangnan·ba (ja)","general",""
"never",2,3427,"Never","ba·sik·o·ba","uncategorized","variant/VERIFIED/HIGH"
"shirt",3,324,"shirt","Chola","general",""
"shirt",3,3562,"Shirt","chol·a","uncategorized","variant/VERIFIED/HIGH"
"shirt",3,3563,"Shirt","gen·ji","uncategorized","variant/VERIFIED/HIGH"
"turban",4,327,"turban","Kotip","general",""
"turban",4,3689,"Turban","ka·di","uncategorized","variant/VERIFIED/HIGH"
"turban",4,3690,"Turban","ko·ka","uncategorized","variant/VERIFIED/HIGH"
"turban",4,3691,"Turban","ko·tip","uncategorized","variant/VERIFIED/HIGH"
"shoes",2,328,"shoes","Juta","general",""
"shoes",2,3564,"Shoes","jut·ta","uncategorized","variant/VERIFIED/HIGH"
"socks",2,329,"socks","Moja","general",""
"socks",2,3597,"Socks","mo·ja","uncategorized","variant/VERIFIED/HIGH"
"hat",2,330,"hat","Tupi","general",""
"hat",2,3319,"Hat","to·pi","uncategorized","variant/VERIFIED/HIGH"
"ring",2,331,"ring","Jakstem","general",""
"ring",2,3531,"Ring","ang·gut","uncategorized","variant/VERIFIED/HIGH"
"necklace",2,332,"necklace","Ripok","general",""
"necklace",2,3425,"Necklace","mal·a","uncategorized","variant/VERIFIED/HIGH"
"big",4,334,"big","Dal·a","general",""
"big",4,3098,"Big","·ma","uncategorized","variant/VERIFIED/HIGH"
"big",4,3099,"Big","dal··a","uncategorized","variant/VERIFIED/HIGH"
"big",4,3100,"Big","rong·dal·a","uncategorized","variant/VERIFIED/HIGH"
"small",5,335,"small","Chon·a","general",""
"small",5,3584,"Small","chong··top·a","uncategorized","variant/VERIFIED/HIGH"
"small",5,3585,"Small","mik·chil","uncategorized","variant/VERIFIED/HIGH"
"small",5,3586,"Small","rong·chon·a","uncategorized","variant/VERIFIED/HIGH"
"small",5,6727,"small","chon·a","uncategorized","UNVERIFIED/HIGH v:chong·-top-a / mik-chil / rong-chon-a"
"long",4,336,"long","Ro·a","general",""
"long",4,3390,"Long","chong·dang·dang","uncategorized","variant/VERIFIED/HIGH"
"long",4,3391,"Long","ro··a","uncategorized","variant/VERIFIED/HIGH"
"long",4,3392,"Long","ro··rek·a","uncategorized","variant/VERIFIED/HIGH"
"short",4,337,"short","Kan·dik·a","general",""
"short",4,3567,"Short","ban·dang·a","uncategorized","variant/VERIFIED/HIGH"
"short",4,3568,"Short","ben·dok·dok","uncategorized","variant/VERIFIED/HIGH"
"short",4,3569,"Short","hon·dim·a","uncategorized","variant/VERIFIED/HIGH"
"tall",4,338,"tall","Chu·a","general",""
"tall",4,3647,"Tall","bol·cha·a","uncategorized","variant/VERIFIED/HIGH"
"tall",4,3648,"Tall","chang·ro·a","uncategorized","variant/VERIFIED/HIGH"
"tall",4,3649,"Tall","chu·ak·a","uncategorized","variant/VERIFIED/HIGH"
"new",2,339,"new","Gital","general",""
"new",2,3428,"New","git·al","uncategorized","variant/VERIFIED/HIGH"
"old",3,340,"old","Gitcham","general",""
"old",3,3437,"Old","git·cham","uncategorized","variant/VERIFIED/HIGH"
"old",3,3438,"Old","o·chol","uncategorized","variant/VERIFIED/HIGH"
"good",2,341,"good","Nama","general",""
"good",2,3302,"Good","nam·a","uncategorized","variant/VERIFIED/HIGH"
"fast",4,343,"fast","Ta·raka","general",""
"fast",4,3250,"Fast","Ta·rak·a","uncategorized","VERIFIED/HIGH v:Ta·raka / bing·-si-bing·-si / jak-rak-a"
"fast",4,3251,"Fast","bing··si·bing··si","uncategorized","variant/VERIFIED/HIGH"
"fast",4,3252,"Fast","jak·rak·a","uncategorized","variant/VERIFIED/HIGH"
"slow",3,344,"slow","Ka·sina","general",""
"slow",3,3582,"Slow","Ka·sna","uncategorized","VERIFIED/HIGH v:Ka·sina / ka·-sin-a"
"slow",3,3583,"Slow","ka··sin·a","uncategorized","variant/VERIFIED/HIGH"
"rich",2,345,"rich","Nokma / Man·e·cha·gipa","general",""
"rich",2,3529,"Rich","nok·ma cha·a","business","variant/VERIFIED/HIGH"
"poor",2,346,"poor","Kangal","general",""
"poor",2,3487,"Poor","dil·a","business","variant/VERIFIED/HIGH"
"dry",3,347,"dry","Ran·a","weather",""
"dry",3,3220,"Dry","ram·a","food","variant/VERIFIED/HIGH"
"dry",3,3221,"Dry","ran··a","food","variant/VERIFIED/HIGH"
"wet",3,348,"wet","Chon·a / Sosia","weather",""
"wet",3,3708,"Wet","ma··jim·a","uncategorized","variant/VERIFIED/HIGH"
"wet",3,3709,"Wet","so·si·a","uncategorized","variant/VERIFIED/HIGH"
"market",2,353,"market","Bajal / Anti","travel",""
"market",2,3397,"Market","ha··ti","business","variant/VERIFIED/HIGH"
"road",4,354,"road","Rama","travel",""
"road",4,3535,"Road","ra·ma","travel","variant/VERIFIED/HIGH"
"road",4,3536,"Road","ras·ta","travel","variant/VERIFIED/HIGH"
"road",4,3537,"Road","so·rok","travel","variant/VERIFIED/HIGH"
"field",2,355,"field","A·ba","general",""
"field",2,6795,"field","a'ba","nature","VERIFIED/HIGH/doc7"
"church",2,357,"church","Gilja·nok","general",""
"church",2,3147,"Church","giil·ja·nok","church","variant/VERIFIED/HIGH"
"shop",2,358,"shop","Dokan","travel",""
"shop",2,3566,"Shop","do·kan","business","variant/VERIFIED/HIGH"
"down",2,361,"down","Ka·ma","general",""
"down",2,3215,"Down","kim·il","uncategorized","variant/VERIFIED/HIGH"
"left",2,362,"left","Jak·asi","general",""
"left",2,3373,"Left","jak·a·si","uncategorized","variant/VERIFIED/HIGH"
"right",2,363,"right","Jak·ra","general",""
"right",2,3530,"Right","kra·a","uncategorized","variant/VERIFIED/HIGH"
"front",4,364,"front","Mikkang","general",""
"front",4,3279,"Front","ka··bak","uncategorized","variant/VERIFIED/HIGH"
"front",4,3280,"Front","mik·kang","uncategorized","variant/VERIFIED/HIGH"
"front",4,3281,"Front","mik·kang·o","uncategorized","variant/VERIFIED/HIGH"
"back",2,365,"back","Janggila","general",""
"back",2,3084,"Back","jang·gil","uncategorized","variant/VERIFIED/HIGH"
"outside",3,367,"outside","A·pal","general",""
"outside",3,3455,"Outside","bai·re","travel","variant/VERIFIED/HIGH"
"outside",3,3456,"Outside","ha··gat·e","travel","variant/VERIFIED/HIGH"
"far",2,368,"far","Chel·a","general",""
"far",2,3249,"Far","chel··a","travel","variant/VERIFIED/HIGH"
"north",3,370,"north","Salgro","general",""
"north",3,3432,"North","sal·gro","travel","variant/VERIFIED/HIGH"
"north",3,3433,"North","ut·tor","travel","variant/VERIFIED/HIGH"
"south",3,371,"south","Salgipeng","general",""
"south",3,3609,"South","dok·kiin","travel","variant/VERIFIED/HIGH"
"south",3,3610,"South","sal·gip·eng","travel","variant/VERIFIED/HIGH"
"east",3,372,"east","Salaram","general",""
"east",3,3229,"East","pup","travel","variant/VERIFIED/HIGH"
"east",3,3230,"East","sal·a·ram","travel","variant/VERIFIED/HIGH"
"west",3,373,"west","Saliram","general",""
"west",3,3706,"West","pos·chiim","travel","variant/VERIFIED/HIGH"
"west",3,3707,"West","sal·i·ram","travel","variant/VERIFIED/HIGH"
"teacher",4,377,"teacher","Skigipa","education",""
"teacher",4,3654,"Teacher","di·di","education","variant/VERIFIED/HIGH"
"teacher",4,3655,"Teacher","ma·star","education","variant/VERIFIED/HIGH"
"teacher",4,3656,"Teacher","ti·char","education","variant/VERIFIED/HIGH"
"blacksmith",2,383,"blacksmith","Sil·dak·gipa","general",""
"blacksmith",2,3104,"Blacksmith","ka·mal","uncategorized","variant/VERIFIED/HIGH"
"king",3,387,"king","Raja","general",""
"king",3,3352,"King","Books, paper, leaves, flat","uncategorized","variant/VERIFIED/HIGH"
"king",3,3353,"King","thin objects","uncategorized","variant/VERIFIED/HIGH"
"police",2,389,"police","Pulis","general",""
"police",2,3485,"Police","po·liis","uncategorized","variant/VERIFIED/HIGH"
"cook",3,392,"cook","Song·a","general",""
"cook",3,3176,"Cook","Song·timgipa","food","VERIFIED/HIGH v:Song·a / song·-a"
"cook",3,3177,"Cook","song··a","food","variant/VERIFIED/HIGH"
"leader",4,393,"leader","Dilgipa","general",""
"leader",4,3366,"Leader","mat·bor","uncategorized","variant/VERIFIED/HIGH"
"leader",4,3367,"Leader","nok·ma","uncategorized","variant/VERIFIED/HIGH"
"leader",4,3368,"Leader","sko·tong","uncategorized","variant/VERIFIED/HIGH"
"preacher",3,394,"preacher","Aganprakgipa","general",""
"preacher",3,3495,"Preacher","pa·mong","uncategorized","variant/VERIFIED/HIGH"
"preacher",3,3496,"Preacher","pas·tor","uncategorized","variant/VERIFIED/HIGH"
"thief",2,395,"thief","Cha·u","general",""
"thief",2,3035,"thief","Cha·ugipa","uncategorized",""
"paper",3,399,"paper","Lekka","education",""
"paper",3,3461,"Paper","ka·gos","uncategorized","variant/VERIFIED/HIGH"
"paper",3,3462,"Paper","rek·ka","uncategorized","variant/VERIFIED/HIGH"
"pen",2,400,"pen","Pen","education",""
"pen",2,3469,"Pen","kol·om","education","variant/VERIFIED/HIGH"
"pencil",3,401,"pencil","Pencil","general",""
"pencil",3,3470,"Pencil","kat·pen·sil","education","variant/VERIFIED/HIGH"
"pencil",3,3471,"Pencil","kol·om","education","variant/VERIFIED/HIGH"
"ink",2,402,"ink","Kali","general",""
"ink",2,3341,"Ink","ka·li","uncategorized","variant/VERIFIED/HIGH"
"lesson",2,403,"lesson","Porani","education",""
"lesson",2,3377,"Lesson","po·ra","education","variant/VERIFIED/HIGH"
"question",2,407,"question","Sing·ani","general",""
"question",2,3513,"Question","sing··a","uncategorized","variant/VERIFIED/HIGH"
"answer",5,408,"answer","Aganchaka","general",""
"answer",5,3067,"Answer","Aganchakani","uncategorized","VERIFIED/HIGH v:Aganchaka / in-chak-a / ku·-chak-a"
"answer",5,3068,"Answer","in·chak·a","uncategorized","variant/VERIFIED/HIGH"
"answer",5,3069,"Answer","ku··chak·a","uncategorized","variant/VERIFIED/HIGH"
"answer",5,6714,"answer","a·gan·chak·a","uncategorized","UNVERIFIED/HIGH v:in-chak-a / ku·-chak-a"
"story",2,412,"story","Golpo","general",""
"story",2,3627,"Story","gol·po","uncategorized","variant/VERIFIED/HIGH"
"picture",2,414,"picture","Noksa","general",""
"picture",2,3473,"Picture","cho·bi","uncategorized","variant/VERIFIED/HIGH"
"mistake",2,415,"mistake","Gualani","general",""
"mistake",2,3402,"Mistake","bik·bat·a","uncategorized","variant/VERIFIED/HIGH"
"fever",4,418,"fever","Sin··ding··a","health",""
"fever",4,3257,"Fever","ding··du·a","health","variant/VERIFIED/HIGH"
"fever",4,3258,"Fever","han··ding·a","health","variant/VERIFIED/HIGH"
"fever",4,3259,"Fever","jom·a","health","variant/VERIFIED/HIGH"
"cough",2,419,"cough","Gusua","health",""
"cough",2,3178,"Cough","bu·su·a","health","variant/VERIFIED/HIGH"
"blood",3,423,"blood","An·chi","body",""
"blood",3,3106,"Blood","han··chi","health","variant/VERIFIED/HIGH"
"blood",3,3107,"Blood","ma·rang","health","variant/VERIFIED/HIGH"
"healthy",4,425,"healthy","An·senga","general",""
"healthy",4,3321,"Healthy","han cheng··a","health","variant/VERIFIED/HIGH"
"healthy",4,3322,"Healthy","han··sel·a","health","variant/VERIFIED/HIGH"
"healthy",4,3323,"Healthy","mang·rak·a","health","variant/VERIFIED/HIGH"
"strong",5,427,"strong","Bilaka","general",""
"strong",5,3628,"Strong","bil·ong·a","health","variant/VERIFIED/HIGH"
"strong",5,3629,"Strong","bil·rak·a","health","variant/VERIFIED/HIGH"
"strong",5,3630,"Strong","mang·rak·a","health","variant/VERIFIED/HIGH"
"strong",5,6730,"strong","bil·ak·a","health","UNVERIFIED/HIGH v:bil-ong-a / bil-rak-a / mang-rak-a"
"blind",2,428,"blind","Mikgri","general",""
"blind",2,3105,"Blind","ga·na","uncategorized","variant/VERIFIED/HIGH"
"deaf",3,429,"deaf","Nachil·kala","general",""
"deaf",3,3196,"Deaf","na·dip·a","uncategorized","variant/VERIFIED/HIGH"
"deaf",3,3197,"Deaf","na·gok","uncategorized","variant/VERIFIED/HIGH"
"poison",3,431,"poison","Bisi","general",""
"poison",3,3483,"Poison","biis","uncategorized","variant/VERIFIED/HIGH"
"poison",3,3484,"Poison","sam·bi·si","uncategorized","variant/VERIFIED/HIGH"
"swelling",3,432,"swelling","Ripoma","general",""
"swelling",3,3639,"Swelling","ba·du·si du·a","uncategorized","variant/VERIFIED/HIGH"
"swelling",3,3640,"Swelling","bi·sit·eng","uncategorized","variant/VERIFIED/HIGH"
"itch",3,433,"itch","Ka·kita","general",""
"itch",3,3342,"Itch","ka··kit·a","uncategorized","variant/VERIFIED/HIGH"
"itch",3,3343,"Itch","me·sak·a","uncategorized","variant/VERIFIED/HIGH"
"hoe",3,437,"hoe","Gitchima / kodal","general",""
"hoe",3,3329,"Hoe","git·chi","uncategorized","variant/VERIFIED/HIGH"
"hoe",3,3330,"Hoe","ko·dal","uncategorized","variant/VERIFIED/HIGH"
"hammer",2,438,"hammer","Martul","general",""
"hammer",2,3316,"Hammer","ha·tur","uncategorized","variant/VERIFIED/HIGH"
"rope",2,440,"rope","Budu","general",""
"rope",2,3542,"Rope","do·ri","uncategorized","variant/VERIFIED/HIGH"
"umbrella",2,442,"umbrella","Satta","general",""
"umbrella",2,3697,"Umbrella","sat·ti","uncategorized","variant/VERIFIED/HIGH"
"ladder",3,443,"ladder","Jang·ke","general",""
"ladder",3,3357,"Ladder","chong·go","uncategorized","variant/VERIFIED/HIGH"
"ladder",3,3358,"Ladder","jang··ki","uncategorized","variant/VERIFIED/HIGH"
"bridge",4,444,"bridge","Jal·ang","general",""
"bridge",4,3120,"Bridge","Jal·ang / dolong","travel","VERIFIED/HIGH v:Jal·ang / dol-ong / kul"
"bridge",4,3121,"Bridge","dol·ong","travel","variant/VERIFIED/HIGH"
"bridge",4,3122,"Bridge","kul","travel","variant/VERIFIED/HIGH"
"life",3,446,"life","Janggi","general",""
"life",3,3380,"Life","jang·gi","uncategorized","variant/VERIFIED/HIGH"
"life",3,3381,"Life","ji·bon","uncategorized","variant/VERIFIED/HIGH"
"lie",3,449,"lie","Tol·a","general",""
"lie",3,3378,"Lie","Tol·napani","uncategorized","variant/VERIFIED/HIGH"
"lie",3,3379,"Lie","bo··a ra··a","uncategorized","variant/VERIFIED/HIGH"
"dream",3,451,"dream","Jumang","general",""
"dream",3,3216,"Dream","ja·din·a","uncategorized","variant/VERIFIED/HIGH"
"dream",3,3217,"Dream","ju·mang","uncategorized","variant/VERIFIED/HIGH"
"sound",5,452,"sound","Gam·a","general",""
"sound",5,3605,"Sound","gam··a","uncategorized","variant/VERIFIED/HIGH"
"sound",5,3606,"Sound","gam··pret·a","uncategorized","variant/VERIFIED/HIGH"
"sound",5,3607,"Sound","jang·a","uncategorized","variant/VERIFIED/HIGH"
"sound",5,6728,"sound","ba·jin·a","uncategorized","UNVERIFIED/HIGH v:gam·-a / gam·-pret-a / jang-a"
"voice",3,453,"voice","Ku·rang","general",""
"voice",3,3701,"Voice","ku··ra·ma","uncategorized","variant/VERIFIED/HIGH"
"voice",3,3702,"Voice","ku··rang","uncategorized","variant/VERIFIED/HIGH"
"light",2,454,"light","Seng·a","general",""
"light",2,3382,"Light","ja·seng·a","uncategorized","variant/VERIFIED/HIGH"
"ghost",2,456,"ghost","Me·mang","general",""
"ghost",2,3287,"Ghost","me··mang","uncategorized","variant/VERIFIED/HIGH"
"language",2,458,"language","Ku·sik","general",""
"language",2,3360,"Language","ba·sa","uncategorized","variant/VERIFIED/HIGH"
"shadow",2,459,"shadow","Jagring","general",""
"shadow",2,3554,"Shadow","ja·gring","uncategorized","variant/VERIFIED/HIGH"
"all",4,460,"all","Gimikan","general",""
"all",4,3062,"All","·tok·","uncategorized","variant/VERIFIED/HIGH"
"all",4,3063,"All","be·bak","uncategorized","variant/VERIFIED/HIGH"
"all",4,3064,"All","gim·ik","uncategorized","variant/VERIFIED/HIGH"
"some",2,461,"some","Mitam","general",""
"some",2,3601,"Some","mit·am","uncategorized","variant/VERIFIED/HIGH"
"more",4,464,"more","Bang·bata","general",""
"more",4,3409,"More","·kal·","uncategorized","variant/VERIFIED/HIGH"
"more",4,3410,"More","a·ro","uncategorized","variant/VERIFIED/HIGH"
"more",4,3411,"More","bat·e","uncategorized","variant/VERIFIED/HIGH"
"empty",5,466,"empty","Bangbang","general",""
"empty",5,3238,"Empty","bang·bang","uncategorized","variant/VERIFIED/HIGH"
"empty",5,3239,"Empty","chi·chang·chang","uncategorized","variant/VERIFIED/HIGH"
"empty",5,3240,"Empty","jak·ra·ra","uncategorized","variant/VERIFIED/HIGH"
"empty",5,6717,"empty","bal·ang·ga","uncategorized","UNVERIFIED/HIGH v:bang-bang / chi-chang-chang / jak-ra-ra"
"full",2,467,"full","Gapa","general",""
"full",2,3283,"Full","gap·a","uncategorized","variant/VERIFIED/HIGH"
"enough",5,468,"enough","Chu·onga","general",""
"enough",5,3242,"Enough","chu··ong·a","uncategorized","variant/VERIFIED/HIGH"
"enough",5,3243,"Enough","gip·a","uncategorized","variant/VERIFIED/HIGH"
"enough",5,3244,"Enough","hem·hem","uncategorized","variant/VERIFIED/HIGH"
"enough",5,6718,"enough","chip·a","uncategorized","UNVERIFIED/HIGH v:chu·-ong-a / gip-a / hem-hem"
"salt",2,471,"salt","Kari","food",""
"salt",2,3548,"Salt","kai·sim","food","variant/VERIFIED/HIGH"
"oil",2,472,"oil","To","general",""
"oil",2,3436,"Oil","tel","food","variant/VERIFIED/HIGH"
"sugar",3,473,"sugar","Chini","food",""
"sugar",3,3632,"Sugar","chi·ni","food","variant/VERIFIED/HIGH"
"sugar",3,3633,"Sugar","gu·ru·ma","food","variant/VERIFIED/HIGH"
"egg",2,475,"egg","Do·chi","general",""
"egg",2,3234,"Egg","do·obit·chi","food","variant/VERIFIED/HIGH"
"meat",2,476,"meat","Be·en","food",""
"meat",2,3398,"Meat","be··en","food","variant/VERIFIED/HIGH"
"fish",2,477,"fish","Na·tok","food",""
"fish",2,3266,"Fish","na··tok","food","variant/VERIFIED/HIGH"
"turmeric",2,479,"turmeric","Holdi","general",""
"turmeric",2,3692,"Turmeric","hol·di","uncategorized","variant/VERIFIED/HIGH"
"chili",2,480,"chili","Jal·ik","general",""
"chili",2,3143,"Chili","jal··ik","food","variant/VERIFIED/HIGH"
"bread",2,482,"bread","Ruti","food",""
"bread",2,3119,"Bread","ro·ti","food","variant/VERIFIED/HIGH"
"firewood",2,491,"firewood","Am·bol","general",""
"firewood",2,3265,"Firewood","ha··bol","uncategorized","variant/VERIFIED/HIGH"
"bicycle",2,494,"bicycle","Rengrengsil","general",""
"bicycle",2,3097,"Bicycle","sai·kel","uncategorized","variant/VERIFIED/HIGH"
"journey",2,499,"journey","Songre","travel",""
"journey",2,3346,"Journey","Songreani","travel","VERIFIED/HIGH v:Songre"
"woman",2,507,"woman","Me·chik","general",""
"woman",2,3733,"Woman","me··chik","uncategorized","variant/VERIFIED/HIGH"
"boy",2,508,"boy","Pante","general",""
"boy",2,3116,"Boy","ko·ka","uncategorized","variant/VERIFIED/HIGH"
"girl",2,509,"girl","Me·tra","general",""
"girl",2,3289,"Girl","ko·ki","uncategorized","variant/VERIFIED/HIGH"
"child",3,510,"child","Bi·sa","family",""
"child",3,3010,"child","Degipa","family",""
"child",3,3142,"Child","De","family","AMBIGUOUS/HIGH v:Bi·sa / Degipa"
"old woman",2,512,"old woman","Buchuma","general",""
"old woman",2,3439,"Old Woman","bu·ri","uncategorized","variant/VERIFIED/HIGH"
