index,english,garo,category,notes,tagged_verified_high
5408,"mud","ha··dip·ek","uncategorized","variant/UNVERIFIED/HIGH",yes
5409,"mud","ha··pek","uncategorized","variant/UNVERIFIED/HIGH",yes
5410,"mud","ha··stap","uncategorized","variant/UNVERIFIED/HIGH",yes
5429,"nation","ha··song","uncategorized","variant/UNVERIFIED/HIGH",yes
5431,"native place","ha··song","uncategorized","UNVERIFIED/HIGH",yes
5443,"nervous","han··srik·han··srik","uncategorized","UNVERIFIED/HIGH v:ken-sik-a",yes
5455,"noise","gam··a","uncategorized","UNVERIFIED/HIGH v:kim-a / tim·-tim-a",yes
5457,"noise","tim··tim·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5458,"noisy","gam··ru·ru·a","uncategorized","UNVERIFIED/HIGH v:jang-a-tang·-a / jang-be-a / ka·-so-a",yes
5459,"noisy","jang·a·tang··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5461,"noisy","ka··so·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5466,"not very good","bang··e nam·ja","phrases","UNVERIFIED/HIGH",yes
5472,"obey","ra··chak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5477,"obstruct","peng··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5481,"odor of body","han··dil","health","UNVERIFIED/HIGH",yes
5485,"often","da··an·da··an","uncategorized","UNVERIFIED/HIGH v:jem·-jem-a",yes
5486,"often","jem··jem·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5509,"overcome","man··chak·a","uncategorized","UNVERIFIED/HIGH",yes
5510,"overflow","ga··ak·ro·rot·a","uncategorized","UNVERIFIED/HIGH",yes
5518,"painful","sa··dik·a","uncategorized","UNVERIFIED/HIGH",yes
5526,"parents","ma··a·pa·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5527,"parents","pa·gip·a·na··gip·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5531,"partial","tong··kan·di","uncategorized","UNVERIFIED/HIGH",yes
5535,"pass","i··ang·chek·a","education","variant/UNVERIFIED/HIGH",yes
5536,"pass","re··ping·grik·a","education","variant/UNVERIFIED/HIGH",yes
5537,"pass","re··sek·a","education","variant/UNVERIFIED/HIGH",yes
5538,"pass, mountain","ha··sing·sep","travel","UNVERIFIED/HIGH",yes
5546,"pay attention","gi·sik ron··a","business","UNVERIFIED/HIGH",yes
5552,"peaceful","tom··tom·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5553,"peak","kim··bik","uncategorized","UNVERIFIED/HIGH",yes
5567,"perch","ba··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5569,"permitted to marry","ke··a","phrases","UNVERIFIED/HIGH",yes
5575,"pet","rim··rok·a","uncategorized","UNVERIFIED/HIGH",yes
5583,"pieces","tin··","uncategorized","variant/UNVERIFIED/HIGH",yes
5587,"pierce","su··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5589,"pile","chong··a","uncategorized","UNVERIFIED/HIGH v:rik-a-a",yes
5592,"pile up","tom··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5600,"pinch","se··et·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5604,"pity","ka··sa·chak·a","uncategorized","UNVERIFIED/HIGH",yes
5612,"plant","ge··a","uncategorized","UNVERIFIED/HIGH v:go-a",yes
5615,"platform","gan··sang","uncategorized","UNVERIFIED/HIGH",yes
5620,"pledge","ku··man·si·a","uncategorized","UNVERIFIED/HIGH v:ku·-mik-chet-a / ku·-ra-chak-a",yes
5621,"pledge","ku··mik·chet·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5622,"pledge","ku··ra·chak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5630,"plucked","go··ok·a","uncategorized","UNVERIFIED/HIGH",yes
5643,"pointed","chu··eng·a","uncategorized","UNVERIFIED/HIGH v:-chok- / ku·-chok-a",yes
5645,"pointed","ku··chok·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5651,"polish","sol··srok·a","uncategorized","UNVERIFIED/HIGH",yes
5666,"pots","me··dik sam·dik","uncategorized","UNVERIFIED/HIGH v:ti·-",yes
5667,"pots","ti··","uncategorized","variant/UNVERIFIED/HIGH",yes
5669,"pound rice","su··a","food","UNVERIFIED/HIGH",yes
5679,"pray","bi··am·a","church","UNVERIFIED/HIGH v:bi·-ap-a",yes
5680,"pray","bi··ap·a","church","variant/UNVERIFIED/HIGH",yes
5685,"press","pa··jret·a","uncategorized","UNVERIFIED/HIGH v:sik-on-a",yes
5689,"prevent","peng··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5696,"profit","lap cha··a","business","variant/UNVERIFIED/HIGH",yes
5698,"prohibit","beng··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5699,"property","ha··ba song·ba","uncategorized","UNVERIFIED/HIGH v:nok-dang / som-pot-i",yes
5702,"property, individual","a··tot","uncategorized","UNVERIFIED/HIGH",yes
5706,"protect","peng··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5707,"protected","bil··ting·a","uncategorized","UNVERIFIED/HIGH",yes
5709,"pubic hair, female","si··sim·ang","phrases","UNVERIFIED/HIGH",yes
5722,"pull up","tom··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5734,"put","ron··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5735,"put on shoes","ga··a","phrases","UNVERIFIED/HIGH",yes
5737,"put up with","han··chak·a","phrases","variant/UNVERIFIED/HIGH",yes
5743,"quick","ta··rak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5746,"quickly","bing··si·bing··si","uncategorized","variant/UNVERIFIED/HIGH",yes
5747,"quickly","gong··rak·e","uncategorized","variant/UNVERIFIED/HIGH",yes
5748,"quietly","ka··sin·chip·chip","uncategorized","UNVERIFIED/HIGH v:si-wil / srok",yes
5758,"raise","de··a","uncategorized","UNVERIFIED/HIGH v:mit-tang-a",yes
5764,"rapidly","gong··rak·a","uncategorized","UNVERIFIED/HIGH",yes
5773,"real","chong··mot","uncategorized","variant/UNVERIFIED/HIGH",yes
5774,"reborn","at·chi·pil··a","uncategorized","UNVERIFIED/HIGH",yes
5776,"receive","ra··a","uncategorized","UNVERIFIED/HIGH v:ra·-chak-a / rim·-chak-a",yes
5777,"receive","ra··chak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5778,"receive","rim··chak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5779,"recognize","hai··rik·a","uncategorized","UNVERIFIED/HIGH",yes
5783,"recover","sel··a","uncategorized","UNVERIFIED/HIGH",yes
5791,"reform","gi·sik·pil··a","uncategorized","UNVERIFIED/HIGH",yes
5794,"region","ha··dok","uncategorized","UNVERIFIED/HIGH",yes
5795,"regularly","jem··jem·a","uncategorized","UNVERIFIED/HIGH",yes
5798,"remove","ro··on·a","uncategorized","UNVERIFIED/HIGH",yes
5801,"rent","me·di ra··a","business","variant/UNVERIFIED/HIGH",yes
5802,"repeat","pil··tai·a","uncategorized","UNVERIFIED/HIGH",yes
5805,"repeatedly","jem··jem·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5807,"repeatedly go","i··ang·jem··jem·a","uncategorized","UNVERIFIED/HIGH",yes
5811,"request","bi··a","uncategorized","UNVERIFIED/HIGH v:mol·-mol-a",yes
5812,"request","mol··mol·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5818,"respect","dal··nik·a","uncategorized","UNVERIFIED/HIGH",yes
5819,"respond","ku··chak·a","uncategorized","UNVERIFIED/HIGH",yes
5820,"rest","neng··tak·a","uncategorized","UNVERIFIED/HIGH",yes
5826,"return","i··ang·pil··a","travel","variant/UNVERIFIED/HIGH",yes
5827,"return","i··ba·pil··a","travel","variant/UNVERIFIED/HIGH",yes
5828,"return","pil··a","travel","variant/UNVERIFIED/HIGH",yes
5829,"reverse","ham··pil·a","uncategorized","UNVERIFIED/HIGH",yes
5837,"rice pot","me··dik","food","UNVERIFIED/HIGH",yes
5844,"ridge","kim··bik","uncategorized","UNVERIFIED/HIGH",yes
5845,"right away","teng··kap teng··kap","uncategorized","UNVERIFIED/HIGH",yes
5857,"roam","re··am·a","uncategorized","UNVERIFIED/HIGH",yes
5862,"rock","rong··te","uncategorized","variant/UNVERIFIED/HIGH",yes
5864,"roll up","dol··a","uncategorized","UNVERIFIED/HIGH v:tol·-a",yes
5865,"roll up","tol··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5868,"root","ja··dil","uncategorized","UNVERIFIED/HIGH v:ring-gil-a",yes
5872,"rotten","bo··ol·a","uncategorized","UNVERIFIED/HIGH v:kal-ting-a / so-brok-a",yes
5878,"round","tam··bing·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5882,"rub","rim··rok·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5886,"rumor","ku··rit·chu·a","uncategorized","UNVERIFIED/HIGH",yes
5889,"run, nose","ging·chi·mik·chi ong··kat·ing·a","health","UNVERIFIED/HIGH",yes
5895,"saliva","ku··chi","uncategorized","UNVERIFIED/HIGH",yes
5899,"sandal","ja··kop","uncategorized","UNVERIFIED/HIGH v:sen-dil",yes
5913,"scatter","go·pri·pra··a","uncategorized","UNVERIFIED/HIGH v:go-sri-sra-a",yes
5918,"scold","ka··cha·a","uncategorized","UNVERIFIED/HIGH v:sa-wi-a",yes
5923,"scorch","so··sim·prak·a","uncategorized","UNVERIFIED/HIGH",yes
5931,"scratch","ku··ak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
5933,"scrawny","ran··chok·a","uncategorized","UNVERIFIED/HIGH",yes
5950,"seep","ong··mi·sep·a","uncategorized","UNVERIFIED/HIGH",yes
5976,"sexual relations","ju··a","uncategorized","UNVERIFIED/HIGH v:to-re-a",yes
5979,"shabby","gol··ki","uncategorized","UNVERIFIED/HIGH v:ken-ta-a",yes
5990,"sharecrop","ba·gi ron··a","uncategorized","UNVERIFIED/HIGH",yes
5992,"sharpen","hul··a","uncategorized","UNVERIFIED/HIGH v:wil·-a",yes
5993,"sharpen","wil··a","uncategorized","variant/UNVERIFIED/HIGH",yes
5999,"shell","a··kam·pi","uncategorized","UNVERIFIED/HIGH v:bi-kil-ap / bi-king",yes
6004,"shin","ja··rik·ing","uncategorized","UNVERIFIED/HIGH",yes
6005,"shine","ching··a","uncategorized","UNVERIFIED/HIGH v:chret dak-a / jing·-jang-a / net-a",yes
6007,"shine","jing··jang·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6009,"shiny","jil··jeng jil··jeng","uncategorized","UNVERIFIED/HIGH",yes
6010,"shiver","han··sim·mo·a","uncategorized","UNVERIFIED/HIGH v:tep-tep-a / til·-til·-a",yes
6012,"shiver","til··til··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6016,"short cut","i··tong·tang·a","uncategorized","UNVERIFIED/HIGH v:re·-tong-tang-a",yes
6017,"short cut","re··tong·tang·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6019,"shorten","on··dim·it·a","uncategorized","UNVERIFIED/HIGH",yes
6020,"shortened","tong··kap·a","uncategorized","UNVERIFIED/HIGH v:-kim-bak-",yes
6024,"shout","ku··rak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6031,"show off","seng··nik·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6035,"shrimp","na··tik","animals","UNVERIFIED/HIGH",yes
6041,"sieve","gin··chi·ra","uncategorized","UNVERIFIED/HIGH",yes
6046,"sing","ring··a","uncategorized","UNVERIFIED/HIGH",yes
6047,"singe","so··a","uncategorized","UNVERIFIED/HIGH",yes
6056,"sisters","a·bi·sa ma··drang","uncategorized","variant/UNVERIFIED/HIGH",yes
6058,"site","ha··dam","uncategorized","variant/UNVERIFIED/HIGH",yes
6061,"skinny","keng··krang·a","uncategorized","UNVERIFIED/HIGH",yes
6063,"skirt","re··king","uncategorized","variant/UNVERIFIED/HIGH",yes
6065,"slanting","de··gang·git·a","uncategorized","UNVERIFIED/HIGH",yes
6067,"slash and burn","ha··ba hu··a","phrases","UNVERIFIED/HIGH",yes
6075,"slippery ground","ha··rim·il·a","uncategorized","UNVERIFIED/HIGH",yes
6076,"slope","ha··chik","uncategorized","UNVERIFIED/HIGH v:ra-ma a·-sol-sol",yes
6077,"slope","ra·ma a··sol·sol","uncategorized","variant/UNVERIFIED/HIGH",yes
6078,"slope down","ha··sol·sol","uncategorized","UNVERIFIED/HIGH",yes
6079,"slope up","ha··ting·gak","uncategorized","UNVERIFIED/HIGH",yes
6083,"smacking","ku··dim·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6087,"smear on","pa··a","uncategorized","UNVERIFIED/HIGH v:sit-a",yes
6095,"smoke","wal··ku","uncategorized","variant/UNVERIFIED/HIGH",yes
6096,"smoke","wal··ku·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6103,"snare","ja··gra","uncategorized","variant/UNVERIFIED/HIGH",yes
6116,"soak","sim··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6120,"soil","ha··","uncategorized","UNVERIFIED/HIGH v:ha·-mang",yes
6121,"soil","ha··mang","uncategorized","variant/UNVERIFIED/HIGH",yes
6122,"soiled","ma··bak·a","uncategorized","UNVERIFIED/HIGH v:re-wa-a",yes
6124,"sole of foot","ja··pa","phrases","UNVERIFIED/HIGH",yes
6132,"soot","dim··ak","uncategorized","UNVERIFIED/HIGH",yes
6134,"soothe","rim··rok·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6135,"sore","hang··ki·sa·a","uncategorized","UNVERIFIED/HIGH v:pa-ri",yes
6142,"spark","wal··mi·si","uncategorized","UNVERIFIED/HIGH",yes
6144,"speak incorrectly","bo··a ra··a","uncategorized","UNVERIFIED/HIGH",yes
6146,"spear","su··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6155,"spit","be··el·e gal·a","uncategorized","UNVERIFIED/HIGH v:bre-a / hak-a / stu-a",yes
6159,"spit up","el··bu·a","uncategorized","UNVERIFIED/HIGH",yes
6163,"split","den··ku·rak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6164,"split bamboo","wa··si","uncategorized","UNVERIFIED/HIGH v:wa·-si-ri",yes
6165,"split bamboo","wa··si·ri","uncategorized","variant/UNVERIFIED/HIGH",yes
6177,"sprout","chong··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6185,"squat","dam··bak·a","uncategorized","UNVERIFIED/HIGH",yes
6188,"squeeze","rim··jret·a","uncategorized","UNVERIFIED/HIGH",yes
6190,"squirm","ga··git·ik·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6193,"stab","su··a","uncategorized","UNVERIFIED/HIGH",yes
6196,"stairs","jang··ki","uncategorized","UNVERIFIED/HIGH",yes
6199,"stammer","tu··ta·ban·ta","uncategorized","UNVERIFIED/HIGH",yes
6200,"stamp","ga··jep·a","uncategorized","UNVERIFIED/HIGH",yes
6206,"steal","chau··a","uncategorized","UNVERIFIED/HIGH v:chol-a",yes
6210,"stem","ga··gong","uncategorized","variant/UNVERIFIED/HIGH",yes
6211,"step","ga··a","uncategorized","UNVERIFIED/HIGH v:ga·-tim-ra",yes
6212,"step","ga··tim·ra","uncategorized","variant/UNVERIFIED/HIGH",yes
6213,"step on","ga··dap·a","uncategorized","UNVERIFIED/HIGH",yes
6214,"steps","ja··ti","uncategorized","UNVERIFIED/HIGH v:teng·-",yes
6215,"steps","teng··","uncategorized","variant/UNVERIFIED/HIGH",yes
6219,"stick","gol··","uncategorized","variant/UNVERIFIED/HIGH",yes
6221,"sticky","ma··skap·a","uncategorized","UNVERIFIED/HIGH v:sit-tap-a",yes
6231,"stirring stick","me··gon","uncategorized","UNVERIFIED/HIGH",yes
6232,"stocky","dam··bak·a","uncategorized","UNVERIFIED/HIGH",yes
6234,"stool","ham··pok","uncategorized","UNVERIFIED/HIGH v:mo-ra / tul",yes
6245,"straight","·tong··tang·","uncategorized","variant/UNVERIFIED/HIGH",yes
6246,"straight","tong··tang","uncategorized","variant/UNVERIFIED/HIGH",yes
6255,"stretch","han··sal·a","uncategorized","UNVERIFIED/HIGH",yes
6261,"stringy","ro··ring·ro··ring","uncategorized","UNVERIFIED/HIGH",yes
6263,"stroke","rim··sret·a","uncategorized","UNVERIFIED/HIGH",yes
6265,"stubble","ga··git·tong","uncategorized","UNVERIFIED/HIGH v:na-ra",yes
6268,"stumble","ja··bing·bang·a","uncategorized","UNVERIFIED/HIGH v:ja·-gu-a",yes
6269,"stumble","ja··gu·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6272,"stutter","ku··man·a","uncategorized","UNVERIFIED/HIGH v:tu·-ta-ban-ta",yes
6273,"stutter","tu··ta·ban·ta","uncategorized","variant/UNVERIFIED/HIGH",yes
6275,"submerge","sim··a","uncategorized","UNVERIFIED/HIGH",yes
6276,"succeed","man··chak·a","uncategorized","UNVERIFIED/HIGH",yes
6279,"suckle","cha··chot·chot·a","uncategorized","UNVERIFIED/HIGH",yes
6286,"sufficient","chu··ong·a","uncategorized","UNVERIFIED/HIGH v:gip-a / hem-hem",yes
6290,"sunlight","sal ding··a","uncategorized","UNVERIFIED/HIGH",yes
6296,"support","kang··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6297,"support","sin··chak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6311,"swear","ku··mik·chet·a","uncategorized","UNVERIFIED/HIGH",yes
6313,"sweep","ham··pil·a","uncategorized","UNVERIFIED/HIGH v:ot-a / ot-rok-a",yes
6319,"swell","han··o chi du·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6320,"swell","sa··al·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6327,"swirl","ku··srip·a","uncategorized","UNVERIFIED/HIGH",yes
6332,"sword","mil··am","uncategorized","UNVERIFIED/HIGH",yes
6333,"sympathize","gi·sik ong··chak·a","uncategorized","UNVERIFIED/HIGH v:ka·-sa-chak-a",yes
6334,"sympathize","ka··sa·chak·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6337,"take along","ra··chap·a","uncategorized","UNVERIFIED/HIGH",yes
6338,"take out","rong··kat·a","uncategorized","UNVERIFIED/HIGH",yes
6339,"taking account","ra··e","uncategorized","UNVERIFIED/HIGH",yes
6355,"tassel","ku··sim·ang","uncategorized","UNVERIFIED/HIGH",yes
6356,"taste bad","cha··dik·a","food","UNVERIFIED/HIGH",yes
6367,"tease","bu··rok·a","uncategorized","UNVERIFIED/HIGH v:mang-kal-a / re-jil-a / rong-kal-a",yes
6373,"tell","a·gan·e ron··a","uncategorized","UNVERIFIED/HIGH v:in-a",yes
6379,"tendons","ja··dil","uncategorized","UNVERIFIED/HIGH v:ja·-si-ja·-dil / rok",yes
6380,"tendons","ja··si·ja··dil","uncategorized","variant/UNVERIFIED/HIGH",yes
6389,"thatch","am··pang","uncategorized","variant/UNVERIFIED/HIGH",yes
6390,"thatch","ja··ku·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6391,"thatching grass","am··pang·man·di","uncategorized","UNVERIFIED/HIGH",yes
6402,"threaten","ku··ching·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6413,"tickled","ka··kit·chu·a","uncategorized","UNVERIFIED/HIGH",yes
6416,"tie strips, bamboo","du··a","phrases","UNVERIFIED/HIGH",yes
6418,"tight","je··et·je··et","uncategorized","variant/UNVERIFIED/HIGH",yes
6419,"tight","je··et·je··et dak·ing·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6423,"tiny","se··em·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6426,"tiptoe","ga··deng·si·a","uncategorized","UNVERIFIED/HIGH v:ja·-chri-a",yes
6427,"tiptoe","ja··chri·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6431,"toe","ja··si","uncategorized","UNVERIFIED/HIGH",yes
6432,"toenail","ja··skil","uncategorized","UNVERIFIED/HIGH",yes
6435,"together","·pa··","uncategorized","variant/UNVERIFIED/HIGH",yes
6438,"tongs","dang··kep","uncategorized","UNVERIFIED/HIGH v:sil-dang-kep",yes
6452,"toss","de··bri·a","uncategorized","UNVERIFIED/HIGH",yes
6454,"touch","rim··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6455,"touching","cha··skap·a","uncategorized","UNVERIFIED/HIGH v:chap-chap",yes
6461,"tracks","ja··gam","uncategorized","UNVERIFIED/HIGH",yes
6464,"tramping","ga··chep·chep·a","uncategorized","UNVERIFIED/HIGH",yes
6465,"transform","pil··a","uncategorized","UNVERIFIED/HIGH",yes
6466,"transplant","ja··rat·a","uncategorized","UNVERIFIED/HIGH",yes
6469,"tremble","dil··dil·a","uncategorized","UNVERIFIED/HIGH v:jil-jil-a / kep-kep-a",yes
6483,"try","jo·ton ka··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6485,"tube, bamboo","wa··sing","uncategorized","UNVERIFIED/HIGH",yes
6486,"tubers","ta··a","uncategorized","UNVERIFIED/HIGH",yes
6490,"turn","ham··pil·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6496,"turn over","pang·pil·tai··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6511,"ulcer","hang··ki·sa·a","uncategorized","UNVERIFIED/HIGH",yes
6518,"uncombed","bu··rin·eng bu··sin·eng","uncategorized","UNVERIFIED/HIGH v:stik-a",yes
6526,"understand","hai··a","uncategorized","UNVERIFIED/HIGH",yes
6532,"unfinished","tong··kan·di","uncategorized","UNVERIFIED/HIGH",yes
6535,"unload","ra··ron·a","uncategorized","UNVERIFIED/HIGH",yes
6536,"unmarried woman","me··tra","uncategorized","UNVERIFIED/HIGH",yes
6547,"uplands","ha··rong·ga","uncategorized","UNVERIFIED/HIGH",yes
6557,"urge","mong··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6559,"used up","bon··a","uncategorized","UNVERIFIED/HIGH",yes
6561,"valley","ha··kong","travel","UNVERIFIED/HIGH",yes
6567,"vein of leaf","ga··gong","phrases","UNVERIFIED/HIGH v:gu-a-si",yes
6572,"very","bang··e","uncategorized","UNVERIFIED/HIGH v:-be- / -mi-si- / be-si",yes
6578,"voluntarily","ha··sik·a·git·a","uncategorized","UNVERIFIED/HIGH",yes
6580,"vomit","el··bu·a","health","variant/UNVERIFIED/HIGH",yes
6599,"wander","re··am·a","uncategorized","UNVERIFIED/HIGH v:ro-am-a",yes
6602,"want","gong··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6603,"want","ham··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6606,"warm","ding··bru·ding··bru","uncategorized","variant/UNVERIFIED/HIGH",yes
6607,"warn","ku··ron·a","uncategorized","UNVERIFIED/HIGH",yes
6608,"wart","si··son·ta","uncategorized","UNVERIFIED/HIGH",yes
6610,"wash feet","ja··su·a","uncategorized","UNVERIFIED/HIGH",yes
6612,"wash things","su··gal·a","uncategorized","UNVERIFIED/HIGH",yes
6630,"wear","ga··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6647,"whisper","ku··mi·si·a","uncategorized","UNVERIFIED/HIGH",yes
6648,"white ants","ha··kin","uncategorized","UNVERIFIED/HIGH",yes
6670,"wish","ha··sik·a","uncategorized","UNVERIFIED/HIGH v:sik-a",yes
6676,"woman, unmarried","me··tra","uncategorized","UNVERIFIED/HIGH",yes
6678,"woodshed","ha··bol·nok","uncategorized","UNVERIFIED/HIGH",yes
6683,"world","ha··gil·sak","uncategorized","UNVERIFIED/HIGH",yes
6684,"worm","jong··","animals","UNVERIFIED/HIGH v:kan·-chi-ri / reng-si",yes
6685,"worm","kan··chi·ri","animals","variant/UNVERIFIED/HIGH",yes
6687,"worn","cham··a","uncategorized","UNVERIFIED/HIGH",yes
6692,"worried","ting··ting·a","uncategorized","variant/UNVERIFIED/HIGH",yes
6695,"woven tightly","bing··a","uncategorized","UNVERIFIED/HIGH",yes
6696,"wrap","bil··a","uncategorized","UNVERIFIED/HIGH v:cho·-a / ka-tip-a / tep-a",yes
6697,"wrap","cho··a","uncategorized","variant/UNVERIFIED/HIGH",yes
6700,"wrapped","bil··ting·a","uncategorized","UNVERIFIED/HIGH",yes
6712,"young","pi··sa","uncategorized","UNVERIFIED/HIGH",yes
6719,"leg","ja··","uncategorized","UNVERIFIED/HIGH v:ja·-chok / ja·-git-teng / ja·-teng",yes
6720,"light weight","cheng··a","uncategorized","UNVERIFIED/HIGH",yes
6722,"push","pa··jret·a","uncategorized","UNVERIFIED/HIGH v:sik-do-a / sik-do-do-a / sik-pak-a",yes
6729,"stir","cho··bil·a","uncategorized","UNVERIFIED/HIGH v:chok-chok-a / go-rai-a / gon·-gon-a",yes
